ARTIST,TITLE,UNIFIED_SONG_ID,DATE,RELEASE_DATE,THIS_DAY,THIS_WEEK,DAYS_SINCE_RELEASE,DAY_OF_WEEK,RN,END_OF_WEEK,POPULARITY,SPOTIFY_FOLLOWER_COUNT,SPOTIFY_LISTENERS_COUNT,SPFOLDAY0,SPFOLDAY1,SPFOLDAY2,SPFOLDAY3,SPFOLDAY4,SPFOLDAY5,SPFOLDAY6,SPLISDAY0,SPLISDAY1,SPLISDAY2,SPLISDAY3,SPLISDAY4,SPLISDAY5,SPLISDAY6,DAY_0,DAY_1,DAY_2,DAY_3,DAY_4,DAY_5,DAY_6,TARGET,IG_FOLLOWER_COUNT,IGFOLDAY0,IGFOLDAY1,IGFOLDAY2,IGFOLDAY3,IGFOLDAY4,IGFOLDAY5,IGFOLDAY6
Sniper Gang,Peggy Sue (Feat. Kodak Black & Petey Pablo),162635190,2021-11-04,2021-10-30T00:00:00.000Z,18745,89593,5,6,1,true,22,28400,26394,28400,7422926,7420480,388905,7415686,7413197,,26394,15782218,15783737,1221635,15752787,15752874,,18745,20208,19799,15724,9836,5290,,101275,,,,,66589,66564,66537,
Sniper Gang,"Lets Step (Feat. Kodak Black, Syko Bob & Nocap)",162747163,2021-11-04,2021-10-30T00:00:00.000Z,21361,106271,5,6,1,true,18,564757,1338043,564757,7422926,1278,28155,7415686,7413197,,1338043,15782218,2160,9602,15752787,15752874,,21361,22914,22846,18768,13042,7350,,110285,,,,,1952791,1948316,,
Sniper Gang,Dirt On My Boots (Feat. Syko Bob),162765137,2021-11-04,2021-10-30T00:00:00.000Z,7427,40136,5,6,1,true,12,1318,2283,1318,28312,1278,28155,28098,28089,,2283,18397,2160,9602,7344,7339,,7427,8298,8684,7483,5349,2896,,37681,,,,,,,,
Sniper Gang,Face Down (Feat. Syko Bob),162767153,2021-11-04,2021-10-30T00:00:00.000Z,8044,43458,5,6,1,true,12,1318,2283,1318,28312,1278,28155,28098,28089,,2283,18397,2160,9602,7344,7339,,8044,8868,9416,8131,5801,3202,,40497,,,,,,,,
Sniper Gang,Sniper Girl (Feat. Ballgreezy & Syko Bob),162774441,2021-11-04,2021-10-30T00:00:00.000Z,8033,40784,5,6,1,true,13,1318,2283,1318,,1278,28155,28098,,,2283,,2160,9602,7344,,,8033,8675,8909,7250,5291,2629,,44059,,,,,,,,
Starrah Skrillex,Good Space,162788020,2023-02-16,2023-02-15T00:00:00.000Z,156,,1,6,1,true,16,21182,310939,21182,8067781,,,,,,310939,23110057,,,,,,156,0,,,,,,708459,11294401,11294401,75277,,,,,
Yella Beezy,I Guess,162987323,2021-11-11,2021-11-05T00:00:00.000Z,61373,98,6,6,1,true,30,1130138,1083771,1130138,1129549,1128878,1128180,1127463,1126671,1125936,1083771,1074641,1066190,1058879,1048420,1032910,1034580,61373,62677,61918,60945,51556,64232,73604,253844,2046794,2046794,2046850,2046997,2047103,2046971,2047002,2047295
"Bruno Mars, Anderson .Paak, Silk Sonic",Smokin Out The Window,163062868,2021-11-11,2021-11-05T00:00:00.000Z,2611146,5122,6,6,1,true,0,1991472,22308557,1991472,1989989,1988656,1987452,290390,1984445,281440,22308557,21909229,21538920,21233621,16378610,20308640,15765358,2611146,2739376,2565317,2225739,1695676,1743971,1925851,20123514,569424,569424,2566438,553820,23979670,2559840,2557483,536526
Tiesto & Ava Max,The Motto,163062881,2021-11-04,2021-11-04T00:00:00.000Z,77958,77947,0,6,1,true,74,4358927,26729208,4358927,,,,,,,26729208,,,,,,,77958,,,,,,,3069008,6471050,6471050,,,,,,
Jessie James Decker,Christmas Every Day,163062896,2021-12-02,2021-11-26T00:00:00.000Z,16151,35,6,6,1,true,5,135931,715762,135931,135885,135839,135798,135733,135711,135673,715762,707102,697301,679454,664031,657588,663707,16151,14799,13148,11985,15520,15812,12679,241368,3855786,3855786,3855358,3855211,3855269,3855242,3854882,3854794
Robin Schulz & Dennis Lloyd,Young Right Now,163068154,2021-11-18,2021-11-12T00:00:00.000Z,40598,98,6,6,1,true,61,579863,6531158,579863,2834804,2834410,2833810,579244,579028,578919,6531158,21149444,21105890,21055096,6094008,5782011,5782274,40598,40520,40185,41935,36232,50632,74815,220833,221354,221354,576507,221433,221466,576545,221534,576587
FKA Twigs,Measure Of A Man,163068204,2021-11-18,2021-11-18T00:00:00.000Z,11712,0,0,6,1,true,46,910631,2463722,910631,,,,,,,2463722,,,,,,,11712,,,,,,,405480,2159433,2159433,,,,,,
A Boogie Wit Da Hoodie,Be Free,163068235,2021-12-09,2021-12-09T00:00:00.000Z,13347,0,0,6,1,true,22,6112167,15503690,6112167,,,,,,,15503690,,,,,,,13347,,,,,,,5366403,5918900,5918900,,,,,,
Nocap,Unwanted Lifestyle,163068236,2021-11-04,2021-11-04T00:00:00.000Z,7166,55059,0,6,1,true,15,564757,1338043,564757,,,,,,,1338043,,,,,,,7166,,,,,,,1016039,1957742,1957742,,,,,,
Daine,Idc,163068260,2021-11-25,2021-11-24T00:00:00.000Z,2744,0,1,6,1,true,22,11570,152070,11570,11533,,,,,,152070,152618,,,,,,2744,5848,,,,,,97078,22629,22629,22678,,,,,
David Guetta X Jack Back X Fan,Alive (With Roland Clark),163068647,2021-11-18,2021-11-12T00:00:00.000Z,22299,80,6,6,1,true,38,23417623,51067874,23417623,27511,7167,27474,23398254,27377,7101,51067874,2051805,1110851,1829877,51040936,1300066,1097497,22299,23762,25003,29025,28519,46096,81670,53514,53528,53528,46133,,53443,46016,53360,45959
Christina Perri,Here Comes The Sun,163068767,2021-11-11,2021-11-10T00:00:00.000Z,6479,0,1,6,1,true,46,3136849,10394262,3136849,3135950,,,,,,10394262,10381559,,,,,,6479,6885,,,,,,109864,1054257,1054257,1054386,,,,,
100 Gecs,Mememe,163068769,2021-11-25,2021-11-19T00:00:00.000Z,64319,198,6,6,1,true,0,429803,1556530,429803,429495,429126,428686,428100,426752,426560,1556530,1532508,1503801,1475093,1425453,1335463,1334870,64319,85556,97003,108772,111770,152539,214253,348889,251341,251341,251371,250853,250222,249782,249410,249247
Sonny Digital,Guess What,163068778,2022-04-21,2022-04-18T00:00:00.000Z,3668,0,3,6,1,true,6,102622,103179,102622,102599,165427,164958,,,,103179,102839,1703935,1716775,,,,3668,4365,4213,2,,,,183018,619115,619115,618561,387530,618498,,,
Whethan,2 Much,163068779,2021-11-11,2021-11-05T00:00:00.000Z,26517,54,6,6,1,true,25,255403,2295553,255403,232252,254996,254803,232073,151194,254113,2295553,4541259,2253121,2236441,4524818,1577751,2141790,26517,29493,30490,32786,29055,41088,68234,107580,427510,427510,427481,104466,427551,330781,427496,329050
Quando Rondo,The Realest,163070507,2021-11-18,2021-11-16T00:00:00.000Z,0,0,2,6,1,true,14,1637585,1663572,1637585,1636486,1635308,,,,,1663572,1653694,1648719,,,,,0,0,0,,,,,77809,3408289,3408289,3407228,3406672,,,,
Kodak Black,Love And War,163094059,2021-12-16,2021-12-14T00:00:00.000Z,376483,16274,2,6,1,true,41,7553000,18163048,7553000,7549538,7546337,,,,,18163048,18079150,18022490,,,,,376483,135922,1554,,,,,2930069,11214832,11214832,11207545,11199671,,,,
Alt-J,Get Better,163113305,2021-11-04,2021-11-03T00:00:00.000Z,54623,491067,1,6,1,true,24,2906490,7455018,2906490,2905976,,,,,,7455018,7464125,,,,,,54623,23992,,,,,,491067,319477,319477,319452,,,,,
"NEEDTOBREATHE, Switchfoot, Judah",Hometown Christmas,163113443,2022-10-06,2022-10-06T00:00:00.000Z,6430,,0,6,1,true,12,757641,2353846,757641,,,,,,,2353846,,,,,,,6430,,,,,,,36115,20252,20252,,,,,,
Bixby,Endlessly (Joshwa),163450310,2021-12-16,2021-12-10T00:00:00.000Z,987,2,6,6,1,true,37,845,8679,845,843,841,823,819,801,794,8679,8546,8409,8315,8246,8076,7990,987,1116,1081,1198,1058,1129,1483,5191,1857,1857,1849,1843,1834,1817,1832,1766
Rico Cartel,Z-Code (Feat. Hotboii),163487394,2021-11-25,2021-11-23T00:00:00.000Z,13445,0,2,6,1,true,6,15032,33898,15032,15008,14983,,,,,33898,33926,33924,,,,,13445,2637,0,,,,,144777,141905,141905,142001,141418,,,,
"Bruno Mars, Anderson .Paak, Silk Sonic",After Last Night,163549926,2021-11-11,2021-11-11T00:00:00.000Z,3470,3475,0,6,1,true,22,316157,18058449,316157,,,,,,,18058449,,,,,,,3470,,,,,,,7287725,113267,113267,,,,,,
Saweetie,Get It Girl,163550713,2022-03-17,2022-03-14T00:00:00.000Z,42465,52696,3,6,1,true,21,1520571,15687776,1520571,1520103,1519635,1518740,,,,15687776,15762389,15950322,16089556,,,,42465,45362,19274,10771,,,,292440,13101773,13101773,13102311,13100838,13102276,,,
Why Don't We,Mistletoe,163551315,2021-11-18,2021-11-12T00:00:00.000Z,11220,270,6,6,1,true,29,2987103,8242226,2987103,2985980,2984848,2983673,2982542,2981149,2979911,8242226,8259575,8275346,8290921,8308159,8331005,8362685,11220,11861,12492,15329,15116,18094,34147,106973,6437408,6437408,6433420,6433800,6427548,6423944,6418820,6413909
Fred Again..,February 2nd 2021,163555833,2021-11-25,2021-11-19T00:00:00.000Z,1829,9,6,6,1,true,39,73341,4306228,73341,72973,72632,72286,71860,71101,70520,4306228,4287921,4267462,4247002,4222993,4160583,4162117,1829,2829,3259,3397,3372,4932,7359,11254,90926,90926,91012,89842,89431,88717,87689,87352
Fred Again..,Catrin (The City),163555834,2021-11-25,2021-11-19T00:00:00.000Z,2519,11,6,6,1,true,43,73341,4306228,73341,72973,72632,72286,71860,71101,70520,4306228,4287921,4267462,4247002,4222993,4160583,4162117,2519,3861,4305,4340,4274,6094,8325,16372,90926,90926,91012,89842,89431,88717,87689,87352
Fred Again..,Roze (Forgive),163555835,2022-04-28,2022-04-27T00:00:00.000Z,4453,11307,1,6,1,true,39,114379,3743898,114379,113898,,,,,,3743898,3745107,,,,,,4453,4237,,,,,,27018,139403,139403,,,,,,
Fred Again..,Gigi (What You Went Through),163555836,2021-11-25,2021-11-19T00:00:00.000Z,2139,11,6,6,1,true,41,73341,4306228,73341,72973,72632,72286,71860,71101,70520,4306228,4287921,4267462,4247002,4222993,4160583,4162117,2139,3261,3821,3874,3739,5328,7042,13572,90926,90926,91012,89842,89431,88717,87689,87352
Fred Again..,Tate (How I Feel),163555838,2021-11-18,2021-11-17T00:00:00.000Z,3021,4025,1,6,1,true,27,70249,4164290,70249,70018,,,,,,4164290,4173777,,,,,,3021,1004,,,,,,263181,87184,87184,86821,,,,,
Fred Again..,Tayla (Every Night),163555839,2021-11-25,2021-11-19T00:00:00.000Z,1583,4,6,6,1,true,50,73341,4306228,73341,72973,72632,72286,71860,71101,70520,4306228,4287921,4267462,4247002,4222993,4160583,4162117,1583,2467,2803,2893,2713,4039,4976,9799,90926,90926,91012,89842,89431,88717,87689,87352
Fred Again..,Tanya (Maybe Life),163555840,2022-04-28,2022-04-27T00:00:00.000Z,3004,7092,1,6,1,true,32,114379,3743898,114379,113898,,,,,,3743898,3745107,,,,,,3004,3025,,,,,,17253,139403,139403,138375,,,,,
Fred Again..,Marco (And Everyone),163555841,2021-11-25,2021-11-19T00:00:00.000Z,1564,4,6,6,1,true,46,73341,4306228,73341,72973,72632,72286,71860,71101,70520,4306228,4287921,4267462,4247002,4222993,4160583,4162117,1564,2387,2723,2874,2611,3838,4426,9566,90926,90926,91012,89842,89431,88717,87689,87352
Fred Again..,Mollie (Hear Your Name),163555842,2021-11-25,2021-11-19T00:00:00.000Z,1326,4,6,6,1,true,39,73341,4306228,73341,72973,72632,72286,71860,71101,70520,4306228,4287921,4267462,4247002,4222993,4160583,4162117,1326,2042,2251,2496,2214,3354,3941,8413,90926,90926,91012,89842,89431,88717,87689,87352
Bankrol Hayden,No Drama,163556062,2021-12-09,2021-12-09T00:00:00.000Z,70,70,0,6,1,true,21,415887,4349511,415887,,,,,,,4349511,,,,,,,70,,,,,,,701273,795632,795632,,,,,,
Fenix Flexin,"Fenix Flexin, Vol. 2",163556065,2021-11-25,2021-11-19T00:00:00.000Z,21916,5,6,6,1,true,31,44541,1628441,44541,44453,44365,44274,44153,44042,43952,1628441,1625322,1621362,1618072,1614778,1612966,1614224,21916,26022,27291,28379,26090,31954,31723,153482,,,,,,,,
Christina Perri,Roses In The Rain (Lullaby),163556075,2021-11-25,2021-11-24T00:00:00.000Z,2981,0,1,6,1,true,34,3152982,10657682,3152982,3151909,,,,,,10657682,10621144,,,,,,2981,4034,,,,,,70969,1056892,1056892,1056800,,,,,
Christina Perri,La La Lu (For Elvis),163556076,2021-11-25,2021-11-24T00:00:00.000Z,2131,4927,1,6,1,true,36,3152982,10657682,3152982,3151909,,,,,,10657682,10621144,,,,,,2131,2785,,,,,,15113,1056892,1056892,1056800,,,,,
Christina Perri,And At Last I See The Light (F,163556077,2021-11-25,2021-11-24T00:00:00.000Z,2671,6329,1,6,1,true,34,3152982,10657682,3152982,3151909,,,,,,10657682,10621144,,,,,,2671,3643,,,,,,18015,,,,,,,,
Christina Perri,Lullaby (Goodnight My Angel),163556078,2021-11-25,2021-11-24T00:00:00.000Z,2151,5004,1,6,1,true,41,3152982,10657682,3152982,3151909,,,,,,10657682,10621144,,,,,,2151,2839,,,,,,14274,1056892,1056892,1056800,,,,,
Christina Perri,When You Wish Upon A Star,163556079,2021-11-25,2021-11-24T00:00:00.000Z,1961,4558,1,6,1,true,35,3152982,10657682,3152982,3151909,,,,,,10657682,10621144,,,,,,1961,2583,,,,,,14035,1056892,1056892,1056800,,,,,
Christina Perri,The Rainbow Connection,163556080,2021-11-25,2021-11-24T00:00:00.000Z,2523,5970,1,6,1,true,43,3152982,10657682,3152982,3151909,,,,,,10657682,10621144,,,,,,2523,3433,,,,,,17751,1056892,1056892,1056800,,,,,
Christina Perri,Edelweiss,163556081,2021-11-25,2021-11-24T00:00:00.000Z,2414,5778,1,6,1,true,46,3152982,10657682,3152982,3151909,,,,,,10657682,10621144,,,,,,2414,3347,,,,,,17114,1056892,1056892,1056800,,,,,
Christina Perri,All Is Found,163556082,2021-11-25,2021-11-24T00:00:00.000Z,2959,0,1,6,1,true,36,3152982,10657682,3152982,3151909,,,,,,10657682,10621144,,,,,,2959,4151,,,,,,21158,1056892,1056892,1056800,,,,,
Christina Perri,Somewhere Over The Rainbow,163556083,2021-11-25,2021-11-24T00:00:00.000Z,2253,5243,1,6,1,true,49,3152982,10657682,3152982,3151909,,,,,,10657682,10621144,,,,,,2253,2972,,,,,,16183,1056892,1056892,1056800,,,,,
Christina Perri,Smile,163556084,2021-11-25,2021-11-24T00:00:00.000Z,2096,4867,1,6,1,true,40,3152982,10657682,3152982,3151909,,,,,,10657682,10621144,,,,,,2096,2756,,,,,,14895,1056892,1056892,1056800,,,,,
Christina Perri,Somewhere Out There (Feat. Car,163556085,2021-11-25,2021-11-24T00:00:00.000Z,3204,0,1,6,1,true,35,3152982,10657682,3152982,3151909,,,,,,10657682,10621144,,,,,,3204,4478,,,,,,21320,,,,,,,,
Christina Perri,Just Be,163556086,2021-11-25,2021-11-24T00:00:00.000Z,3175,0,1,6,1,true,43,3152982,10657682,3152982,3151909,,,,,,10657682,10621144,,,,,,3175,4730,,,,,,23613,1056892,1056892,1056800,,,,,
Cardi B,Bet It,163556228,2021-11-25,2021-11-19T00:00:00.000Z,107800,231,6,6,1,true,29,905,575490,905,856,18468437,657,18450919,18442437,18434175,575490,531297,32272988,377205,32219930,32201990,32217722,107800,146346,145625,108906,121073,153039,199069,585434,,,,115551842,115342797,115271396,,115053195
"Ben Abraham, Atlantic Holiday",Have Yourself A Merry Little C,163557170,2021-11-25,2021-11-19T00:00:00.000Z,3746,2,6,6,1,true,6,905,1502370,905,898,22974,886,180676,180640,22829,1502370,1430328,560898,1280582,718763,716357,523448,3746,3420,2924,2368,2316,3582,3303,58064,25752,25752,,25755,25716,110493,,110436
Raedio Saweetie,Get It Girl (From Insecure: Mu,163557171,2021-11-18,2021-11-12T00:00:00.000Z,23076,0,6,6,1,true,37,4079,502881,4079,1380997,4057,1378551,4036,4000,3995,502881,17187390,435609,17326176,352765,270239,265235,23076,23858,24929,31125,27450,40981,62087,82043,12808365,12808365,12807156,39845,12799310,39830,39823,39815
Matoma,Beautiful Wave,163560919,2021-11-18,2021-11-12T00:00:00.000Z,11078,41,6,6,1,true,18,9507,413193,9507,9501,666041,665923,9471,665635,9448,413193,378965,8380800,8379381,381264,8389993,382841,11078,11693,12583,13948,11853,19057,37587,41230,6519,6519,130396,6513,130271,6504,6497,130269
Fl Dusa,Dear God,163651955,2021-11-18,2021-11-12T00:00:00.000Z,494509,42942,6,6,1,true,53,4561031,6313048,4561031,1028,4556387,952,4551288,815,4545503,6313048,315847,6315402,259814,6317491,214713,6292566,494509,497094,484223,455203,280099,221852,76971,3200436,29812,29812,29599,29557,29506,9217215,29342,9209642
Saweetie,Icy Chain,163967641,2021-11-25,2021-11-19T00:00:00.000Z,88464,28,6,6,1,true,11,1391596,16737483,1391596,1390405,1388982,1387402,1385877,1384534,1383336,16737483,16760602,16778091,16804710,16852275,16872238,16985345,88464,121635,127046,147029,147097,178088,208234,518834,12812499,12812499,12812510,12813198,12807867,12804558,12807095,12807985
Rico Nasty,Money,164011755,2021-11-18,2021-11-17T00:00:00.000Z,71225,0,1,6,1,true,21,820544,3293321,820544,819891,,,,,,3293321,3294733,,,,,,71225,10,,,,,,867252,1959903,1959903,908395,,,,,
David Guetta & Morten,Alive Again,164072419,2021-12-09,2021-12-03T00:00:00.000Z,30618,1069,6,6,1,true,42,7468,1100506,7468,63970,63918,23509873,7441,63588,63562,1100506,4222208,4146613,50246833,1112979,3723663,3716161,30618,31917,35166,39459,34827,56036,96846,82026,254692,254692,8917435,,254366,,,
Saweetie,Attitude,164072472,2021-11-25,2021-11-19T00:00:00.000Z,11894,63,6,6,1,true,1,905,575490,905,856,1388982,657,1385877,1384534,137,575490,531297,16778091,377205,16852275,16872238,124507,11894,13826,13122,15557,16637,25370,38101,102519,12812499,12812499,12812510,12813198,,12804558,,12807985
Galantis X Lucas & Steve & ILIRA,Alien,164072860,2021-12-16,2021-12-10T00:00:00.000Z,37685,141,6,6,1,true,46,403295,6156577,403295,35542,403129,403053,35454,402847,3165842,6156577,4584793,6063301,6032359,4366938,5804697,18029356,37685,38616,43027,43150,29795,43752,74876,153364,260334,260334,63368,1118632,260301,63388,63388,63373
Token,Iod (Feat. Lil Skies),164072937,2021-12-09,2021-12-09T00:00:00.000Z,31602,0,0,6,1,true,32,407713,952199,407713,,,,,,,952199,,,,,,,31602,,,,,,,398391,4350778,4350778,,,,,,
Zero 9:36,I'm Not,164072938,2022-04-07,2022-04-06T00:00:00.000Z,12440,49287,1,6,1,true,14,82322,1414456,82322,82273,,,,,,1414456,1416157,,,,,,12440,8819,,,,,,90016,44231,44231,44224,,,,,
Catie Turner,God Must Hate Me,164072950,2021-11-25,2021-11-23T00:00:00.000Z,58916,0,2,6,1,true,56,85628,880777,85628,85250,84836,,,,,880777,877417,879114,,,,,58916,67927,45928,,,,,1118754,299413,299413,299431,299390,,,,
Tank,R&B Money,164072954,2022-08-25,2022-08-19T00:00:00.000Z,41873,119,6,6,1,true,28,640622,1475211,640622,640390,640199,639919,639614,639271,639133,1475211,1446678,1417273,1389174,1348607,1288388,1289020,41873,44927,47599,47788,46828,65142,82878,151065,1976016,1976016,1975390,1975006,1973692,1972495,1972025,1971751
Tank,When You Dance,164072955,2022-08-25,2022-08-19T00:00:00.000Z,48789,112,6,6,1,true,24,640622,1475211,640622,640390,640199,639919,639614,639271,639133,1475211,1446678,1417273,1389174,1348607,1288388,1289020,48789,50850,52775,52462,49788,67277,84032,188095,1976016,1976016,1975390,1975006,1973692,1972495,1972025,1971751
Tank,Home,164072956,2022-08-25,2022-08-19T00:00:00.000Z,53011,98,6,6,1,true,27,640622,1475211,640622,640390,640199,639919,639614,639271,639133,1475211,1446678,1417273,1389174,1348607,1288388,1289020,53011,55231,57285,57878,53155,68260,84493,206004,1976016,1976016,1975390,1975006,1973692,1972495,1972025,1971751
Tank,Spoil Her Alert,164072961,2022-08-25,2022-08-19T00:00:00.000Z,34660,65,6,6,1,true,24,640622,1475211,640622,640390,640199,639919,639614,639271,639133,1475211,1446678,1417273,1389174,1348607,1288388,1289020,34660,36389,37432,37612,35886,47214,54829,138583,1976016,1976016,1975390,1975006,1973692,1972495,1972025,1971751
Tank,Too Late,164072962,2022-08-25,2022-08-19T00:00:00.000Z,29992,59,6,6,1,true,25,640622,1475211,640622,640390,640199,639919,639614,639271,639133,1475211,1446678,1417273,1389174,1348607,1288388,1289020,29992,31936,32490,33025,30691,40613,46509,122102,1976016,1976016,1975390,1975006,1973692,1972495,1972025,1971751
Tank,It’s Nothing,164072965,2022-08-25,2022-08-19T00:00:00.000Z,24084,47,6,6,1,true,26,640622,1475211,640622,640390,640199,639919,639614,639271,639133,1475211,1446678,1417273,1389174,1348607,1288388,1289020,24084,25785,26456,26661,25111,32698,36798,98680,1976016,1976016,1975390,1975006,1973692,1972495,1972025,1971751
Tank,Regular,164072967,2022-08-25,2022-08-19T00:00:00.000Z,17005,38,6,6,1,true,19,640622,1475211,640622,640390,640199,639919,639614,639271,639133,1475211,1446678,1417273,1389174,1348607,1288388,1289020,17005,18157,18492,18853,17733,24032,27175,64959,1976016,1976016,1975390,1975006,1973692,1972495,1972025,1971751
Tank,Summer Killa,164072968,2022-08-25,2022-08-19T00:00:00.000Z,16281,39,6,6,1,true,21,640622,1475211,640622,640390,640199,639919,639614,639271,639133,1475211,1446678,1417273,1389174,1348607,1288388,1289020,16281,17572,18086,18280,17130,23149,26839,63234,1976016,1976016,1975390,1975006,1973692,1972495,1972025,1971751
Twenty One Pilots,Choker/Stressed Out/ Migraine/Morph/ Holding On To You (Livestream Version),164072970,2021-11-25,2021-11-19T00:00:00.000Z,14198,0,6,6,1,true,40,21449518,19357725,21449518,21443895,21438083,21432300,21425955,21419768,21412905,19357725,19350746,19319088,19324331,19315276,19322275,19330941,14198,19243,20971,26715,15170,20283,17260,94700,8247302,8247302,8246355,8247316,8241149,8239603,8238688,8238425
Twenty One Pilots,Lane Boy/Redecorate/ Chlorine (Livestream Version),164072972,2021-11-25,2021-11-19T00:00:00.000Z,10277,0,6,6,1,true,41,21449518,19357725,21449518,21443895,21438083,21432300,21425955,21419768,21412905,19357725,19350746,19319088,19324331,19315276,19322275,19330941,10277,14133,15663,19503,10833,14656,13262,62002,8247302,8247302,8246355,8247316,8241149,8239603,8238688,8238425
Twenty One Pilots,Saturday/Level of Concern/Ride/Car Radio (Livestream Version),164072974,2021-11-25,2021-11-19T00:00:00.000Z,9667,0,6,6,1,true,40,21449518,19357725,21449518,21443895,21438083,21432300,21425955,21419768,21412905,19357725,19350746,19319088,19324331,19315276,19322275,19330941,9667,13245,14332,16695,9799,12994,10677,58885,8247302,8247302,8246355,8247316,8241149,8239603,8238688,8238425
Twenty One Pilots,Jumpsuit/ Heavydirtysoul (Livestream Version),164072976,2021-11-25,2021-11-19T00:00:00.000Z,8569,0,6,6,1,true,41,21449518,19357725,21449518,21443895,21438083,21432300,21425955,21419768,21412905,19357725,19350746,19319088,19324331,19315276,19322275,19330941,8569,11780,13152,16184,9249,12572,10905,51248,8247302,8247302,8246355,8247316,8241149,8239603,8238688,8238425
Central Cee,Retail Therapy,164074762,2022-01-06,2022-01-06T00:00:00.000Z,9189,0,0,6,1,true,46,590527,6866520,590527,,,,,,,6866520,,,,,,,9189,,,,,,,295041,2234766,2234766,,,,,,
Jay Loud,Legend,164074900,2021-11-25,2021-11-19T00:00:00.000Z,1681,1,6,6,1,true,2,8023,102071,8023,8021,8017,8016,8013,8002,7997,102071,102756,103110,103464,104467,104884,106052,1681,2281,2464,2363,1891,2334,1675,13730,27807,27807,27814,27823,27819,27806,27800,27808
