ARTIST,TITLE,UNIFIED_SONG_ID,DATE,RELEASE_DATE,THIS_DAY,THIS_WEEK,DAYS_SINCE_RELEASE,DAY_OF_WEEK,RN,END_OF_WEEK,POPULARITY,SPOTIFY_FOLLOWER_COUNT,SPOTIFY_LISTENERS_COUNT,SPFOLDAY0,SPFOLDAY1,SPFOLDAY2,SPFOLDAY3,SPFOLDAY4,SPFOLDAY5,SPFOLDAY6,SPLISDAY0,SPLISDAY1,SPLISDAY2,SPLISDAY3,SPLISDAY4,SPLISDAY5,SPLISDAY6,DAY_0,DAY_1,DAY_2,DAY_3,DAY_4,DAY_5,DAY_6,TARGET,IG_FOLLOWER_COUNT,IGFOLDAY0,IGFOLDAY1,IGFOLDAY2,IGFOLDAY3,IGFOLDAY4,IGFOLDAY5,IGFOLDAY6
FKA Twigs,Christi Interlude,167549836,2022-01-20,2022-01-14T00:00:00.000Z,27168,59,6,6,1,true,31,956139,7293071,956139,954377,952345,950120,947268,942732,941596,7293071,7391712,7489404,7583120,7690952,7836998,7801904,27168,30284,31457,31284,34037,45417,60046,114436,2225229,2225229,2222381,2218649,2214649,2215319,2203751,2202629
FKA Twigs,Thank You Song,167549837,2022-01-20,2022-01-14T00:00:00.000Z,35686,67,6,6,1,true,36,956139,7293071,956139,954377,952345,950120,947268,942732,941596,7293071,7391712,7489404,7583120,7690952,7836998,7801904,35686,39302,40769,40117,43117,56190,70209,159529,2225229,2225229,2222381,2218649,2214649,2215319,2203751,2202629
Jamie Miller,Wishes,167768135,2022-01-20,2022-01-15T00:00:00.000Z,12711,0,5,6,1,true,30,208086,6322428,208086,206827,205534,204005,201759,200891,,6322428,6349078,6375460,6377933,6380405,6414616,,12711,13796,15527,16338,14001,11206,,73195,595684,595684,594196,591590,590021,554847,554713,
Noga Erez,Industry Baby,167800244,2022-01-27,2022-01-26T00:00:00.000Z,2459,,1,6,1,true,43,123490,288696,123490,123427,,,,,,288696,290773,,,,,,2459,2189,,,,,,24395,174423,174423,174492,,,,,
YoungBoy Never Broke Again,Emo Love,167914359,2022-01-20,2022-01-14T00:00:00.000Z,362913,11047,6,6,1,true,0,8099326,14935043,8099326,8094408,8089216,8083953,8078178,8071919,8066227,14935043,14897112,14859102,14826197,14769702,14699201,14711413,362913,336840,347528,298698,285879,341323,442892,3393510,10396193,10396193,10396090,10395988,10395886,10395783,10395681,10395578
YoungBoy Never Broke Again,Foolish Figure,167914360,2022-01-20,2022-01-14T00:00:00.000Z,369238,64220,6,6,1,true,0,8099326,14935043,8099326,8094408,8089216,8083953,8078178,8071919,8066227,14935043,14897112,14859102,14826197,14769702,14699201,14711413,369238,349092,352715,303436,285569,357709,492249,3449661,10396193,10396193,10396090,10395988,10395886,10395783,10395681,10395578
Jamie Miller,I Lost Myself In Loving You,168013084,2022-02-03,2022-01-28T00:00:00.000Z,106574,723,6,6,1,true,0,259443,6252316,259443,258775,258106,255776,254745,217812,216609,6252316,6221602,6181513,6141423,6074859,6050248,6042368,106574,116142,130892,155317,126473,125149,159233,772950,620420,620420,611840,610321,608128,606923,605582,605089
YoungBoy Never Broke Again,Bring The Hook,168015565,2022-01-20,2022-01-14T00:00:00.000Z,1060685,2082,6,6,1,true,0,8099326,14935043,8099326,8094408,8089216,8083953,8078178,8071919,8066227,14935043,14897112,14859102,14826197,14769702,14699201,14711413,1060685,1033283,1056495,868284,790944,973970,1140970,7412996,10396193,10396193,10396090,10395988,10395886,10395783,10395681,10395578
Cordae,Shiloh's Intro,168015581,2022-01-13,2022-01-13T00:00:00.000Z,689,,0,6,1,true,6,1629855,5744208,1629855,,,,,,,5744208,,,,,,,689,,,,,,,1355310,2158800,2158800,,,,,,
Cordae,Jean-Michel,168015582,2022-01-13,2022-01-13T00:00:00.000Z,780,,0,6,1,true,17,1629855,5744208,1629855,,,,,,,5744208,,,,,,,780,,,,,,,2058383,2158800,2158800,,,,,,
Cordae,Momma's Hood,168015583,2022-01-13,2022-01-13T00:00:00.000Z,668,,0,6,1,true,10,1629855,5744208,1629855,,,,,,,5744208,,,,,,,668,,,,,,,1740014,2158800,2158800,,,,,,
Cordae,Want From Me,168015584,2022-01-13,2022-01-13T00:00:00.000Z,616,,0,6,1,true,13,1629855,5744208,1629855,,,,,,,5744208,,,,,,,616,,,,,,,1646361,2158800,2158800,,,,,,
Cordae,C Carter,168015586,2022-01-13,2022-01-13T00:00:00.000Z,538,,0,6,1,true,21,1629855,5744208,1629855,,,,,,,5744208,,,,,,,538,,,,,,,1804897,2158800,2158800,,,,,,
Cordae,Champagne Glasses,168015587,2022-01-13,2022-01-13T00:00:00.000Z,2980,,0,6,1,true,15,5431874,24545638,5431874,,,,,,,24545638,,,,,,,2980,,,,,,,1671183,2158800,2158800,,,,,,
Cordae,Westlake High,168015588,2022-01-13,2022-01-13T00:00:00.000Z,443,,0,6,1,true,12,1629855,5744208,1629855,,,,,,,5744208,,,,,,,443,,,,,,,1251873,2158800,2158800,,,,,,
Cordae,Chronicles,168015589,2022-01-13,2022-01-13T00:00:00.000Z,19472,,0,6,1,true,28,3452254,20599521,3452254,,,,,,,20599521,,,,,,,19472,,,,,,,3926362,5012881,5012881,,,,,,
Cordae,Today,168015590,2022-01-13,2022-01-13T00:00:00.000Z,1681,,0,6,1,true,19,3794759,23985641,3794759,,,,,,,23985641,,,,,,,1681,,,,,,,3955286,2158800,2158800,,,,,,
FKA Twigs,Darjeeling,168015598,2022-01-20,2022-01-14T00:00:00.000Z,56660,91,6,6,1,true,44,956139,7293071,956139,,219537,950120,2532784,942732,218666,7293071,,1777297,7583120,8513813,7836998,1805817,56660,61892,62843,60312,62359,78169,92932,270521,2225229,2225229,3515341,3515365,2214649,2215319,3515783,530111
FKA Twigs,Careless,168015599,2022-01-20,2022-01-14T00:00:00.000Z,76176,247,6,6,1,true,47,956139,7293071,956139,954377,3058428,950120,947268,942732,3051104,7293071,7391712,22876092,7583120,7690952,7836998,22843176,76176,81502,82934,79660,81617,105152,124502,412315,2225229,2225229,2222381,2218649,1445800,2215319,1446032,1446389
FKA Twigs,Which Way,168015600,2022-01-20,2022-01-14T00:00:00.000Z,48624,94,6,6,1,true,39,956139,7293071,956139,,,950120,947268,942732,,7293071,,,7583120,7690952,7836998,,48624,53046,53834,52146,55971,73116,93229,215167,2225229,2225229,2222381,2218649,2214649,2215319,,
FKA Twigs,Papi Bones,168015601,2022-01-20,2022-01-14T00:00:00.000Z,69595,116,6,6,1,true,51,956139,7293071,956139,954377,116803,116648,947268,942732,941596,7293071,7391712,1154957,1134678,7690952,7836998,7801904,69595,76128,76366,73065,78701,100076,123362,328055,2225229,2225229,2222381,2218649,2214649,141766,2203751,2202629
FKA Twigs,Honda,168015603,2022-01-20,2022-01-14T00:00:00.000Z,73585,163,6,6,1,true,29,956139,7293071,956139,954377,68452,950120,68199,942732,941596,7293071,7391712,1074580,7583120,970911,7836998,7801904,73585,81926,82608,81084,84299,111595,149165,331091,2225229,2225229,2222381,2218649,2214649,259302,258820,258572
Avril Lavigne,Love It When You Hate Me,168015680,2022-01-20,2022-01-14T00:00:00.000Z,246750,2221,6,6,1,true,0,4542202,23936949,4542202,4540983,4539665,4538391,4536891,8239606,8234039,23936949,23940973,23939196,23929695,23918216,15603498,15556677,246750,262837,265296,261992,261198,385171,579645,1377723,3715596,3715596,10424077,10416725,10404729,3718601,3717834,3718627
Sabrina Claudio,Put On Repeat,168015821,2022-01-27,2022-01-21T00:00:00.000Z,68240,1979,6,6,1,true,0,1279080,3027974,1279080,1278267,1277538,1276682,1275652,1274550,1273649,3027974,3000511,2979750,2958989,2960587,2971570,3018912,68240,72970,80075,85303,77630,106305,158308,323251,1047023,1047023,1045834,1044663,1044100,1043733,1043181,1043111
Avril Lavigne,Cannonball,168015822,2022-03-03,2022-02-25T00:00:00.000Z,85063,362,6,6,1,true,25,8445269,17475757,8445269,8440373,8435794,8430869,8424579,8415432,8411610,17475757,17397854,17318259,17234821,17089689,16842870,16871158,85063,83981,95670,108194,97474,140539,198347,332091,10558289,10558289,10559504,10549684,10545604,10537257,10528690,10525795
Avril Lavigne,Love Sux,168015823,2022-03-03,2022-02-25T00:00:00.000Z,102972,343,6,6,1,true,30,8445269,17475757,8445269,8440373,8435794,8430869,8424579,8415432,8411610,17475757,17397854,17318259,17234821,17089689,16842870,16871158,102972,103029,114862,127062,113153,156239,194277,458032,10558289,10558289,10559504,10549684,10545604,10537257,10528690,10525795
Avril Lavigne,F.U.,168015824,2022-03-03,2022-02-25T00:00:00.000Z,75168,258,6,6,1,true,24,8445269,17475757,8445269,8440373,8435794,8430869,8424579,8415432,8411610,17475757,17397854,17318259,17234821,17089689,16842870,16871158,75168,76533,86734,96379,85256,119341,148760,340276,10558289,10558289,10559504,10549684,10545604,10537257,10528690,10525795
Avril Lavigne,Dare To Love Me,168015826,2022-03-03,2022-02-25T00:00:00.000Z,55305,261,6,6,1,true,40,8445269,17475757,8445269,8440373,8435794,8430869,8424579,8415432,8411610,17475757,17397854,17318259,17234821,17089689,16842870,16871158,55305,56268,64386,73455,64917,93264,120721,239417,10558289,10558289,10559504,10549684,10545604,10537257,10528690,10525795
Avril Lavigne,Break Of A Heartache,168015827,2022-03-03,2022-02-25T00:00:00.000Z,49642,207,6,6,1,true,37,8445269,17475757,8445269,8440373,8435794,8430869,8424579,8415432,8411610,17475757,17397854,17318259,17234821,17089689,16842870,16871158,49642,50970,58287,66581,58483,83858,110406,207186,10558289,10558289,10559504,10549684,10545604,10537257,10528690,10525795
Charli XCX,Beg For You,168015940,2022-01-27,2022-01-27T00:00:00.000Z,184767,0,0,6,1,true,54,647018,2213702,647018,,,,,,,2213702,,,,,,,184767,,,,,,,1977480,639320,639320,,,,,,
Yella Beezy,Talk My Shit,168016129,2022-01-20,2022-01-20T00:00:00.000Z,271,271,0,6,1,true,9,1181248,1026393,1181248,,,,,,,1026393,,,,,,,271,,,,,,,419146,2055294,2055294,,,,,,
Johnny Yukon,Keys,168016130,2022-03-03,2022-02-25T00:00:00.000Z,3678,1,6,6,1,true,24,37599,169415,37599,37571,37537,37512,37479,37434,37416,169415,168081,166530,165700,164389,162878,163582,3678,3931,4162,4266,3780,4646,5925,18621,37008,37008,37019,37034,37026,37035,36995,37006
Avril Lavigne,Avalanche,168016133,2022-03-03,2022-02-25T00:00:00.000Z,75928,281,6,6,1,true,27,8445269,17475757,8445269,8440373,8435794,8430869,8424579,8415432,8411610,17475757,17397854,17318259,17234821,17089689,16842870,16871158,75928,77187,86600,96928,86563,121138,155087,317516,10558289,10558289,10559504,10549684,10545604,10537257,10528690,10525795
Avril Lavigne,Deja Vu,168016134,2022-03-03,2022-02-25T00:00:00.000Z,70337,244,6,6,1,true,40,8445269,17475757,8445269,8440373,8435794,8430869,8424579,8415432,8411610,17475757,17397854,17318259,17234821,17089689,16842870,16871158,70337,72065,81116,91064,80739,112813,141765,298663,10558289,10558289,10559504,10549684,10545604,10537257,10528690,10525795
Kranium,Wi Deh Yah,168016135,2022-01-27,2022-01-26T00:00:00.000Z,16025,0,1,6,1,true,20,152808,1372378,152808,152750,,,,,,1372378,1370311,,,,,,16025,6,,,,,,178673,504034,504034,504041,,,,,
JayDaYoungan,Ready For It,168016136,2022-01-27,2022-01-21T00:00:00.000Z,86319,1095,6,6,1,true,34,976256,1610900,976256,975552,974833,974114,973415,972798,972255,1610900,1604543,1597321,1590016,1575426,1565352,1567557,86319,93486,105157,106178,88235,105082,98603,333584,2545915,2545915,2545341,2545040,2544663,2544744,2542883,2542081
JayDaYoungan,Cap,168016137,2022-01-27,2022-01-21T00:00:00.000Z,54231,31,6,6,1,true,27,976256,1610900,976256,975552,974833,974114,973415,972798,972255,1610900,1604543,1597321,1590016,1575426,1565352,1567557,54231,60260,70431,73684,62557,73230,62937,228230,2545915,2545915,2545341,2545040,2544663,2544744,2542883,2542081
JayDaYoungan,Already Knew It,168016138,2022-01-27,2022-01-21T00:00:00.000Z,45305,15,6,6,1,true,25,976256,1610900,976256,,974833,974114,,972798,972255,1610900,,1597321,1590016,,1565352,1567557,45305,50242,59934,61113,51669,62090,55578,181150,2545915,2545915,2545341,,,2544744,,
JayDaYoungan,Ain'T Been The Same,168016139,2022-01-27,2022-01-21T00:00:00.000Z,38836,11,6,6,1,true,25,976256,1610900,976256,975552,974833,974114,973415,972798,972255,1610900,1604543,1597321,1590016,1575426,1565352,1567557,38836,44322,52579,55009,46514,55376,50021,157779,2545915,2545915,2545341,2545040,2544663,2544744,2542883,2542081
JayDaYoungan,Depressed,168016140,2022-01-27,2022-01-21T00:00:00.000Z,41146,14,6,6,1,true,30,976256,1610900,976256,975552,974833,974114,973415,972798,972255,1610900,1604543,1597321,1590016,1575426,1565352,1567557,41146,45447,53889,55680,46431,54234,47596,177497,2545915,2545915,2545341,2545040,2544663,2544744,2542883,2542081
JayDaYoungan,Bad News,168016141,2022-01-27,2022-01-21T00:00:00.000Z,32386,17,6,6,1,true,25,976256,1610900,976256,975552,974833,974114,973415,972798,972255,1610900,1604543,1597321,1590016,1575426,1565352,1567557,32386,36139,43047,45350,37869,45135,41041,130206,2545915,2545915,2545341,2545040,2544663,2544744,2542883,2542081
JayDaYoungan,Man In The Mirror,168016142,2022-01-27,2022-01-21T00:00:00.000Z,35487,9,6,6,1,true,28,976256,1610900,976256,,974833,974114,,972798,972255,1610900,,1597321,1590016,,1565352,1567557,35487,39221,46086,49057,41528,46932,41071,148702,2545915,2545915,2545341,,,2544744,,
Diamond Platnumz,Melody (Feat. Jaywillz),168016196,2022-03-17,2022-03-11T00:00:00.000Z,7750,594,6,6,1,true,36,7734,151886,7734,7690,310568,309791,309010,306932,7466,151886,151727,725094,698869,681365,675683,149421,7750,7712,8051,8547,8196,9118,9332,59328,197172,197172,14239767,14229803,14225250,194311,193830,14211070
Diamond Platnumz,Somebody,168016197,2022-03-17,2022-03-11T00:00:00.000Z,2112,505,6,6,1,true,16,311332,747520,311332,310950,310568,309791,309010,306932,306455,747520,736307,725094,698869,681365,675683,673716,2112,2237,2688,2909,2773,3660,4918,12967,14239865,14239865,14239767,14229803,14225250,14220788,14215693,14211070
Diamond Platnumz,Loyal,168016198,2022-03-17,2022-03-11T00:00:00.000Z,1803,578,6,6,1,true,13,311332,747520,311332,310950,310568,309791,309010,306932,306455,747520,736307,725094,698869,681365,675683,673716,1803,2006,2433,2669,2677,3948,5150,10997,14239865,14239865,14239767,14229803,14225250,14220788,14215693,14211070
Diamond Platnumz,Gidi,168016199,2022-02-24,2022-02-19T00:00:00.000Z,1780,0,5,6,1,true,34,298184,624142,298184,297667,297099,296539,295946,295438,,624142,624701,623886,623473,618406,618201,,1780,2044,4197,4391,3501,1279,,19730,14148291,14148291,14148594,14141286,14137496,14133499,14129554,
Diamond Platnumz,Nawaza,168016201,2022-03-17,2022-03-11T00:00:00.000Z,2174,629,6,6,1,true,25,311332,747520,311332,310950,310568,309791,309010,306932,306455,747520,736307,725094,698869,681365,675683,673716,2174,2416,2825,2962,3040,3941,5399,12239,14239865,14239865,14239767,14229803,14225250,14220788,14215693,14211070
Token,Boom,168105198,2022-01-13,2022-01-13T00:00:00.000Z,110,,0,6,1,true,43,766927,26850902,766927,,,,,,,26850902,,,,,,,110,,,,,,,322841,1214395,1214395,,,,,,
YoungBoy Never Broke Again,Know Like I Know,168400287,2022-01-20,2022-01-20T00:00:00.000Z,346933,0,0,6,1,true,0,8099326,14935043,8099326,,,,,,,14935043,,,,,,,346933,,,,,,,6124674,10396193,10396193,,,,,,
"Fred again.., Romy & HAAi",Lights Out,168400392,2022-01-20,2022-01-17T00:00:00.000Z,11543,0,3,6,1,true,1,25273,207093,25273,87772,21350,21340,,,,207093,4127024,127672,127896,,,,11543,14,0,0,,,,424618,52241,52241,143602,143608,103526,,,
YoungBoy Never Broke Again,Long Live,168406854,2022-01-20,2022-01-20T00:00:00.000Z,1076,1081,0,6,1,true,14,8099326,14935043,8099326,,,,,,,14935043,,,,,,,1076,,,,,,,5461298,10396193,10396193,,,,,,
YoungBoy Never Broke Again,Bring It On,168406855,2022-01-20,2022-01-20T00:00:00.000Z,1032,1033,0,6,1,true,18,8099326,14935043,8099326,,,,,,,14935043,,,,,,,1032,,,,,,,7068152,10396193,10396193,,,,,,
YoungBoy Never Broke Again,No Switch,168406856,2022-01-20,2022-01-20T00:00:00.000Z,939,939,0,6,1,true,35,8099326,14935043,8099326,,,,,,,14935043,,,,,,,939,,,,,,,7263727,10396193,10396193,,,,,,
YoungBoy Never Broke Again,Smoke One,168406857,2022-01-20,2022-01-20T00:00:00.000Z,794,795,0,6,1,true,13,8099326,14935043,8099326,,,,,,,14935043,,,,,,,794,,,,,,,4926510,10396193,10396193,,,,,,
YoungBoy Never Broke Again,How You Been,168406859,2022-01-20,2022-01-20T00:00:00.000Z,701,701,0,6,1,true,15,8099326,14935043,8099326,,,,,,,14935043,,,,,,,701,,,,,,,4313633,10396193,10396193,,,,,,
YoungBoy Never Broke Again,Expensive Taste,168406860,2022-01-20,2022-01-20T00:00:00.000Z,686,686,0,6,1,true,13,8099326,14935043,8099326,,,,,,,14935043,,,,,,,686,,,,,,,4643134,10396193,10396193,,,,,,
YoungBoy Never Broke Again,Cage Feelings,168406861,2022-01-20,2022-01-20T00:00:00.000Z,640,641,0,6,1,true,13,8099326,14935043,8099326,,,,,,,14935043,,,,,,,640,,,,,,,3968874,10396193,10396193,,,,,,
YoungBoy Never Broke Again,Dis & That,168406862,2022-01-20,2022-01-20T00:00:00.000Z,467,467,0,6,1,true,22,8099326,14935043,8099326,,,,,,,14935043,,,,,,,467,,,,,,,5012588,10396193,10396193,,,,,,
YoungBoy Never Broke Again,Snow Bunny,168406863,2022-01-20,2022-01-20T00:00:00.000Z,592,592,0,6,1,true,17,8099326,14935043,8099326,,,,,,,14935043,,,,,,,592,,,,,,,3169679,10396193,10396193,,,,,,
YoungBoy Never Broke Again,I Got This,168406864,2022-01-20,2022-01-20T00:00:00.000Z,476,477,0,6,1,true,14,8099326,14935043,8099326,,,,,,,14935043,,,,,,,476,,,,,,,3549776,10396193,10396193,,,,,,
YoungBoy Never Broke Again,Gangsta,168406865,2022-01-20,2022-01-20T00:00:00.000Z,437,437,0,6,1,true,14,1726499,1746729,1726499,,,,,,,1746729,,,,,,,437,,,,,,,3970220,10396193,10396193,,,,,,
Mahalia,Letter To Ur Ex,168426367,2022-02-17,2022-02-17T00:00:00.000Z,15974,,0,6,1,true,42,694597,3387913,694597,,,,,,,3387913,,,,,,,15974,,,,,,,549327,579290,579290,,,,,,
Daine,New Ground,168426409,2022-02-17,2022-02-11T00:00:00.000Z,4137,17,6,6,1,true,5,13666,132781,13666,13644,13621,13597,13571,13534,13460,132781,130942,129291,127576,124873,119492,119340,4137,4111,3969,3851,3056,4152,5016,17521,24735,24735,24690,24687,24658,24637,24591,24466
Chapter And Verse,People In The Middle,168426577,2022-02-03,2022-01-28T00:00:00.000Z,795,0,6,6,1,true,16,9556,625368,9556,9519,9492,9460,9414,9353,9323,625368,619845,616176,615287,612423,616042,615893,795,935,1025,1080,1029,1454,2233,10315,44661,44661,44496,44443,44389,44324,44162,44104
Vance Joy,Don'T Fade,168426788,2022-02-10,2022-02-10T00:00:00.000Z,69411,0,0,6,1,true,43,2540894,16337706,2540894,,,,,,,16337706,,,,,,,69411,,,,,,,818871,578437,578437,,,,,,
David Solomon,Heatwave (Feat. Robbie Jay),168426789,2022-02-10,2022-02-04T00:00:00.000Z,2218,0,6,6,1,true,18,,,,18477,,18470,,,,,636240,,642676,,,,2218,2298,2194,2080,1651,2203,2638,20422,35422,35422,,35407,35395,35404,35393,35393
Ogi,I Got It,168426790,2022-02-10,2022-02-09T00:00:00.000Z,2326,,1,6,1,true,0,,,,,,,,,,,,,,,,,2326,1139,,,,,,125217,11067,11067,11038,,,,,
Sueco,Loser,168426791,2022-02-03,2022-01-28T00:00:00.000Z,347144,388,6,6,1,true,50,384615,4724607,384615,383182,381764,380463,378569,375789,372462,4724607,4687430,4664099,4640773,4589717,4536784,4530596,347144,367344,395432,391572,312093,370849,375194,2391978,572455,572455,572884,568760,543270,542688,541239,538740
Gucci Mane,Rumors,168426792,2022-01-27,2022-01-24T00:00:00.000Z,946840,0,3,6,1,true,27,4146646,11227744,4146646,3512022,4143481,3503444,,,,11227744,20512144,11186802,20510388,,,,946840,910831,800855,283,,,,7377494,12403846,12403846,15468030,12394162,15461020,,,
Jaymes Young,Nothing Holy,168426794,2022-02-03,2022-01-28T00:00:00.000Z,19637,34,6,6,1,true,31,752563,24726251,752563,751713,750814,749896,748984,748025,747120,24726251,24597883,24456113,24296285,24035538,23925374,23836099,19637,20365,21465,22535,18531,25140,38663,71902,88875,88875,88883,88506,88323,88079,87844,87623
YoungBoy Never Broke Again,Dc Marvel,168426795,2022-01-20,2022-01-20T00:00:00.000Z,455,455,0,6,1,true,15,8099326,14935043,8099326,,,,,,,14935043,,,,,,,455,,,,,,,3805379,10396193,10396193,,,,,,
YoungBoy Never Broke Again,Survive,168472265,2022-09-08,2022-09-06T00:00:00.000Z,498667,0,2,6,1,true,13,9495164,16630623,9495164,9488828,9483745,,,,,16630623,16781628,16781628,,,,,498667,180482,7881,,,,,2465994,10637934,10637934,10637934,10637934,,,,
Internet Money,Flossin',168474156,2022-01-27,2022-01-21T00:00:00.000Z,839596,5985,6,6,1,true,0,584462,15388362,584462,8135850,581833,8124891,579170,8110155,8104576,15388362,15956068,15217091,15645642,14865616,15008429,14954472,839596,854908,926027,987634,810288,1013376,1522608,3453111,277076,277076,10396808,10396705,10396603,10396500,10396398,276690
SK8,F*ck Society,168474161,2022-01-27,2022-01-21T00:00:00.000Z,21298,8,6,6,1,true,40,42828,328516,42828,42803,42759,42715,42635,42538,362937,328516,317635,291344,280582,269820,236800,4424559,21298,23370,18184,18939,17104,28589,39267,104975,873149,873149,524373,873355,873536,524849,524818,871565
Nocap,Fortune Teller,168642361,2022-02-24,2022-02-18T00:00:00.000Z,93830,12770,6,6,1,true,36,655343,1048227,655343,654590,653841,653088,652327,651590,650964,1048227,1044416,1040826,1037056,1034438,1030348,1028847,93830,77963,82167,70199,63284,50733,27612,541260,2091025,2091025,2089556,2088964,2087659,2086257,2085062,2084642
Feni,Dumb Enough (Feat. Yoflem),168659180,2022-01-27,2022-01-23T00:00:00.000Z,3975,0,4,6,1,true,3,3340,396070,3340,86,86,3268,3244,,,396070,264,263,375595,367804,,,3975,3685,3701,0,0,,,27317,,,,13712,13699,13688,,
