ARTIST,TITLE,UNIFIED_SONG_ID,DATE,RELEASE_DATE,THIS_DAY,THIS_WEEK,DAYS_SINCE_RELEASE,DAY_OF_WEEK,RN,END_OF_WEEK,POPULARITY,IG_FOLLOWER_COUNT,TT_FOLLOWER_COUNT,IGFOLDAY0,IGFOLDAY1,IGFOLDAY2,IGFOLDAY3,IGFOLDAY4,IGFOLDAY5,IGFOLDAY6,TTFOLDAY0,TTFOLDAY1,TTFOLDAY2,TTFOLDAY3,TTFOLDAY4,TTFOLDAY5,TTFOLDAY6,DAY_0,DAY_1,DAY_2,DAY_3,DAY_4,DAY_5,DAY_6,TARGET
Gucci Mane,Droptopwop Freestyle,206361895,2023-03-30,2023-03-28T00:00:00.000Z,0,,2,6,1,true,1,16954750,125391,16954750,16948311,16942475,,,,,125391,125387,125374,,,,,0,0,0,,,,,42714
Sped Up Nightcore,EVIL (Melanie Martinez Sped Up Version),206362236,2023-04-06,2023-04-05T00:00:00.000Z,824,,1,6,1,true,39,149,,149,148,,,,,,,,,,,,,824,384,,,,,,7419
Joel Corry X Billen Ted,Do U Want Me Baby?,206489040,2023-04-20,2023-04-14T00:00:00.000Z,19329,43,6,6,1,true,39,10995,15006,10995,10967,420199,5445,5443,5421,10890,15006,15042,196021,2829,2825,2826,15025,19329,21948,18873,17955,14735,20387,31904,92366
Sam Austins,Oatmeal Pancakes,206489071,2023-04-20,2023-04-18T00:00:00.000Z,227,,2,6,1,true,0,9775,367,9775,9772,9769,,,,,367,364,363,,,,,227,223,328,,,,,42313
Kelly Clarkson,Skip This Part,206489072,2023-06-29,2023-06-23T00:00:00.000Z,71699,492,6,6,1,true,33,6862652,897114,6862652,6856348,6850890,6847203,6841240,6834746,6831692,897114,893212,891002,888918,887250,885686,882777,71699,77811,85525,89620,80083,103919,166027,293437
Kelly Clarkson,High Road,206489073,2023-06-29,2023-06-23T00:00:00.000Z,76137,431,6,6,1,true,35,6862652,897114,6862652,6856348,6850890,6847203,6841240,6834746,6831692,897114,893212,891002,888918,887250,885686,882777,76137,82001,86993,90339,78481,99528,150445,327196
Kelly Clarkson,Down To You,206489074,2023-06-29,2023-06-23T00:00:00.000Z,74202,396,6,6,1,true,38,6862652,897114,6862652,6856348,6850890,6847203,6841240,6834746,6831692,897114,893212,891002,888918,887250,885686,882777,74202,80568,84807,87742,75464,96783,142695,325289
Kelly Clarkson,Chemistry,206489075,2023-06-29,2023-06-23T00:00:00.000Z,63579,436,6,6,1,true,40,6862652,897114,6862652,6856348,6850890,6847203,6841240,6834746,6831692,897114,893212,891002,888918,887250,885686,882777,63579,69848,75313,79195,69438,89008,131193,263830
Kelly Clarkson,Favorite Kind Of High,206489076,2023-05-25,2023-05-19T00:00:00.000Z,113654,2328,6,6,1,true,0,6646416,604569,6646416,6642705,6641195,6639829,6638097,6636024,6634112,604569,602920,602389,601970,601335,598630,597172,113654,107974,111756,116156,108742,150164,253296,541885
Kelly Clarkson,Magic,206489077,2023-06-29,2023-06-23T00:00:00.000Z,62014,365,6,6,1,true,40,6862652,897114,6862652,6856348,6850890,6847203,6841240,6834746,6831692,897114,893212,891002,888918,887250,885686,882777,62014,68387,73010,75719,65609,83182,120134,269634
Kelly Clarkson,Lighthouse,206489078,2023-06-22,2023-06-21T00:00:00.000Z,97075,0,1,6,1,true,0,6821690,879704,6821690,6818086,,,,,,879704,875526,,,,,,97075,42589,,,,,,762781
Kelly Clarkson,Rock Hudson,206489079,2023-06-29,2023-06-23T00:00:00.000Z,128784,5224,6,6,1,true,41,6862652,897114,6862652,6856348,6850890,6847203,6841240,6834746,6831692,897114,893212,891002,888918,887250,885686,882777,128784,146300,152033,161523,140535,186756,314328,406627
Kelly Clarkson,My Mistake,206489080,2023-06-29,2023-06-23T00:00:00.000Z,58359,331,6,6,1,true,35,6862652,897114,6862652,6856348,6850890,6847203,6841240,6834746,6831692,897114,893212,891002,888918,887250,885686,882777,58359,63494,66283,68353,58115,74535,104963,244628
Kelly Clarkson,Red Flag Collector,206489081,2023-06-15,2023-06-09T00:00:00.000Z,69759,930,6,6,1,true,0,6729857,835170,6729857,6711352,6699567,6691881,6692933,6682974,6682015,835170,823040,777318,718415,666615,646575,627686,69759,65797,68648,75989,65820,86499,138237,363210
Kelly Clarkson,I Hate Love (Feat. Steve Marti,206489082,2023-06-08,2023-06-02T00:00:00.000Z,64850,373,6,6,1,true,34,6679534,626708,6679534,,,6670731,6668266,,6663493,626708,,,625165,624465,,615802,64850,59407,64129,60833,53116,73849,138677,419417
Kelly Clarkson,That’s Right (Feat. Sheila E),206489083,2023-06-29,2023-06-23T00:00:00.000Z,49056,271,6,6,1,true,33,557555,,557555,6856348,6850890,6847203,556994,6834746,556679,,893212,891002,888918,,885686,,49056,52965,56066,58706,50576,64270,90426,205316
Hotboy Wes,Throw Dat,206489086,2023-04-06,2023-04-05T00:00:00.000Z,1277,,1,6,1,true,2,124336,,124336,124333,,,,,,,,,,,,,1277,0,,,,,,67201
Tanner Usrey,Give It Some Time,206489087,2023-04-20,2023-04-14T00:00:00.000Z,23264,12,6,6,1,true,38,26382,12626,26382,26260,26273,26211,26147,26070,25962,12626,12612,12617,12614,12590,12547,12530,23264,23586,26487,28603,40274,22824,43408,198517
"R3HAB, INNA, Sash!",Rock My Body,206489098,2023-08-17,2023-08-11T00:00:00.000Z,42468,0,6,6,1,true,61,2645286,200570,2645286,2644173,57035,2643611,2643001,56993,,200570,200516,1033,200414,200351,1029,1000000,42468,45184,44798,41670,38185,47177,67129,305441
Alec Benjamin,Found You First,206489862,2024-06-27,2024-06-21T00:00:00.000Z,58803,382,6,6,1,true,60,1840051,,1840051,1839786,1839245,1839300,1839822,1840475,1841282,,,4896244,4882139,4868035,4853930,4839825,58803,59054,61672,60830,48068,51474,67600,240662
Gang51e June,Waist Deep,206489864,2023-05-11,2023-05-11T00:00:00.000Z,0,,0,6,1,true,10,89218,14655,89218,,,,,,,14655,,,,,,,0,,,,,,,74639
Niko Rubio,See Me Now,206489865,2023-04-20,2023-04-20T00:00:00.000Z,525,,0,6,1,true,0,20040,13500,20040,,,,,,,13500,,,,,,,525,,,,,,,13097
Rowan Drake,Part Of You,206489866,2023-04-20,2023-04-14T00:00:00.000Z,7628,30,6,6,1,true,0,30323,150048,30323,30327,30328,30335,30349,30359,30367,150048,149964,149871,149777,149741,149678,149556,7628,8329,9010,9342,8359,9336,10603,50147
Rellyski,Top Of The Morning,206489868,2023-04-20,2023-04-19T00:00:00.000Z,461,,1,6,1,true,0,8148,421,8148,8123,,,,,,421,344,,,,,,461,417,,,,,,38220
Brynn Cartelli,Secondhand Smoke (Piano Versio,206489870,2023-04-20,2023-04-14T00:00:00.000Z,5390,53,6,6,1,true,24,224658,395231,224658,224676,224666,224700,224725,224718,224729,395231,395164,395117,395034,395000,394876,394735,5390,5349,5781,6160,5006,5807,8303,31181
A R I Z O N A,Dancing With The Dead,206489872,2023-05-18,2023-05-12T00:00:00.000Z,12162,47,6,6,1,true,27,71489,30087,71489,71395,71363,71291,71105,71054,70888,30087,207562,207535,207545,207522,207511,25377,12162,13040,13538,13728,15285,17187,24968,55953
A R I Z O N A,Pressure,206489873,2023-05-18,2023-05-12T00:00:00.000Z,12377,39,6,6,1,true,33,71489,30087,71489,71395,71363,71291,71105,71054,70888,30087,207562,207535,207545,207522,207511,25377,12377,13394,14008,14084,15683,17981,24390,53606
A R I Z O N A,Out Of My Hands,206489874,2023-05-18,2023-05-12T00:00:00.000Z,11406,34,6,6,1,true,24,71489,30087,71489,71395,71363,71291,71105,71054,70888,30087,207562,207535,207545,207522,207511,25377,11406,12338,12854,12507,13828,15623,22001,49009
A R I Z O N A,Die For A Night,206489875,2023-05-04,2023-04-28T00:00:00.000Z,23980,39,6,6,1,true,1,70430,140413,70430,70379,70379,70367,70346,70331,70297,140413,159357,178301,197245,192033,196597,194444,23980,21902,19688,20240,16358,25429,40760,120414
A R I Z O N A,Pray To God,206489876,2023-05-18,2023-05-12T00:00:00.000Z,10342,30,6,6,1,true,25,71489,30087,71489,71395,71363,71291,71105,71054,70888,30087,207562,207535,207545,207522,207511,25377,10342,11124,11859,12722,13455,14348,19804,43159
A R I Z O N A,Wanderer,206489877,2023-05-18,2023-05-12T00:00:00.000Z,9753,48,6,6,1,true,29,71489,30087,71489,71395,71363,71291,71105,71054,70888,30087,207562,207535,207545,207522,207511,25377,9753,10477,11046,11147,11842,13003,18274,42772
A R I Z O N A,Black Boots,206489878,2023-05-18,2023-05-12T00:00:00.000Z,9143,29,6,6,1,true,24,71489,30087,71489,71395,71363,71291,71105,71054,70888,30087,207562,207535,207545,207522,207511,25377,9143,9819,10461,10674,10755,12384,17140,47478
A R I Z O N A,Meet You There,206489879,2023-05-18,2023-05-12T00:00:00.000Z,8426,33,6,6,1,true,22,71489,30087,71489,71395,71363,71291,71105,71054,70888,30087,207562,207535,207545,207522,207511,25377,8426,8962,9403,9423,9973,11505,16053,38271
A R I Z O N A,"Warm Water, Winter Winds",206489880,2023-05-18,2023-05-12T00:00:00.000Z,8240,28,6,6,1,true,23,71489,30087,71489,71395,71363,71291,71105,71054,70888,30087,207562,207535,207545,207522,207511,25377,8240,8637,9139,9372,9788,10812,14998,41876
Sam Macpherson,Homesick,206489881,2023-04-20,2023-04-14T00:00:00.000Z,2020,7,6,6,1,true,22,26873,130089,26873,26076,26100,25882,25318,24872,24021,130089,129995,129970,129944,129918,129887,129841,2020,2319,3226,2799,4186,3295,4975,20506
Sam Macpherson,First Place,206489882,2023-04-20,2023-04-14T00:00:00.000Z,11988,17,6,6,1,true,26,26873,130089,26873,26076,26100,25882,25318,24872,24021,130089,129995,129970,129944,129918,129887,129841,11988,11741,13355,13443,12701,16114,24284,54591
Sam Macpherson,Powerlines,206489884,2023-04-20,2023-04-14T00:00:00.000Z,1756,10,6,6,1,true,20,26873,130089,26873,26076,26100,25882,25318,24872,24021,130089,129995,129970,129944,129918,129887,129841,1756,2051,2688,2476,1947,2878,3816,13859
DCG Brothers,Thru The Town,206489887,2023-04-20,2023-04-20T00:00:00.000Z,599,,0,6,1,true,4,6188,,6188,,,,,,,,,,,,,,599,,,,,,,49755
Faouzia,I’m Blue,206489888,2023-04-20,2023-04-14T00:00:00.000Z,8625,66,6,6,1,true,41,2020573,3400000,2020573,2021553,2021585,2021765,2021918,2022119,2022266,3400000,3400000,3400000,3400000,3400000,3400000,3400000,8625,9087,9149,9252,8475,10533,13923,49572
Bazzi,Eyes,206489895,2023-04-20,2023-04-14T00:00:00.000Z,125626,203,6,6,1,true,51,,,,,,,,,,,,,,,,,125626,119521,131822,120058,95655,127638,188950,966856
Sped Up Nightcore & Alec Benja,If We Have Each Other (Always,206490111,2023-04-13,2023-04-10T00:00:00.000Z,4856,0,3,6,1,true,54,156,,156,155,1838294,153,,,,,,4500000,,,,,4856,4303,3146,1909,,,,91328
"Luh Tyler, Dj Frisco954 & Sped",Ransom (Feat. Lil Uzi Vert) [f,206490114,2023-04-06,2023-04-03T00:00:00.000Z,0,,3,6,1,true,17,16949371,2200000,16949371,26711,26719,149,,,,2200000,,,,,,,0,0,0,0,,,,2
"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me,206501184,2023-04-06,2023-04-06T00:00:00.000Z,8665,,0,6,1,true,41,9986056,5500000,9986056,,,,,,,5500000,,,,,,,8665,,,,,,,2390533
Liamsi,Mon Love Oho,206510958,2023-04-13,2023-04-07T00:00:00.000Z,4927,11,6,6,1,true,0,256259,199046,256259,255378,253526,252607,251526,250224,248905,199046,198763,198213,197620,196921,193436,189441,4927,4696,4471,3710,3135,2134,1394,39527
Tion Wayne,Healing,207134223,2023-05-04,2023-05-03T00:00:00.000Z,5187,,1,6,1,true,11,1041720,837310,1041720,970127,,,,,,837310,835031,,,,,,5187,0,,,,,,132298
Galantis & Mnek,Damn (You’ve Got Me Saying) [e,207135799,2023-04-20,2023-04-14T00:00:00.000Z,2711,0,6,6,1,true,21,4218,,4218,4219,4219,1083622,4216,4215,1083836,,,,53619,,,53526,2711,4808,6440,4280,11,0,0,69254
Rico Cartel,Belt 2 Azz,207135805,2023-04-27,2023-04-25T00:00:00.000Z,4994,,2,6,1,true,2,181066,506,181066,180854,180733,,,,,506,506,506,,,,,4994,812,0,,,,,30787
Charlotte Cardin,Looping,207593295,2023-05-18,2023-05-12T00:00:00.000Z,12553,42,6,6,1,true,0,440098,291235,440098,439730,438769,437715,436167,436169,435959,291235,283229,274579,273923,273478,273145,273128,12553,12204,12015,12266,10632,14596,22485,37470
corook,If I Were A Fish (Feat. Olivia Barton),207611795,2023-04-20,2023-04-19T00:00:00.000Z,367,,1,6,1,true,12,17786,,17786,145245,,,,,,,526063,,,,,,367,0,,,,,,1875378
Luh Tyler,First Show,207734924,2023-04-20,2023-04-20T00:00:00.000Z,30,,0,6,1,true,23,589795,381322,589795,,,,,,,381322,,,,,,,30,,,,,,,1147192
"Matoma, James Droll",Won’t Follow You Home,207735096,2023-04-27,2023-04-21T00:00:00.000Z,6602,37,6,6,1,true,20,152345,54400,152345,152341,4701,152374,152390,152365,4692,54400,54400,,54400,54400,54400,,6602,6722,8880,7582,6066,8259,16070,28838
Hotboy Wes,Yna,207735262,2023-04-20,2023-04-20T00:00:00.000Z,3,,0,6,1,true,1,128642,,128642,,,,,,,,,,,,,,3,,,,,,,22115
Hotboy Wes,I Love You,207735263,2023-04-20,2023-04-20T00:00:00.000Z,3,,0,6,1,true,8,128642,,128642,,,,,,,,,,,,,,3,,,,,,,23972
Hotboy Wes,Plug Keep On Calling (Feat. Ma,207735264,2023-04-20,2023-04-20T00:00:00.000Z,3,,0,6,1,true,2,128642,,128642,,,,,,,,,,,,,,3,,,,,,,21407
Hotboy Wes,Facts,207735265,2023-04-20,2023-04-20T00:00:00.000Z,1,,0,6,1,true,0,128642,,128642,,,,,,,,,,,,,,1,,,,,,,17516
KATO2X,Free Vato,207735266,2023-04-20,2023-04-20T00:00:00.000Z,0,,0,6,1,true,0,83068,,83068,,,,,,,,,,,,,,0,,,,,,,17749
Sam Barber,Ghost Town,207735278,2023-05-04,2023-05-04T00:00:00.000Z,73839,,0,6,1,true,1,67754,638577,67754,,,,,,,638577,,,,,,,73839,,,,,,,831805
Sam Feldt x Benny Bridges,Dance With Somebody,207736603,2023-05-18,2023-05-12T00:00:00.000Z,19432,511,6,6,1,true,50,,,,,,471260,,,,,,,38764,,,,19432,19119,19932,19598,16855,23813,41873,83598
Sara Kays,Miss Me The Same (With Anson S,207736716,2023-05-04,2023-04-28T00:00:00.000Z,34002,243,6,6,1,true,43,174439,1900000,174439,248024,248021,248038,174273,174286,174270,1900000,1900000,1900000,1900000,1900000,1900000,1900000,34002,32075,34780,32137,27339,32221,46640,160490
Enisa,Blame It On Me,207736717,2023-05-18,2023-05-12T00:00:00.000Z,2884,3,6,6,1,true,38,2709637,5762646,2709637,2706116,2702147,2698554,2695270,2692673,2690536,5762646,5757081,5751515,5745950,5740384,5734819,5729253,2884,3016,3008,3156,2672,2786,2961,21467
Li Rye,Switch,207736722,2023-04-20,2023-04-20T00:00:00.000Z,1861,,0,6,1,true,7,88814,174451,88814,,,,,,,174451,,,,,,,1861,,,,,,,56103
Josh Levi,See Low,207736725,2023-05-18,2023-05-12T00:00:00.000Z,10221,546,6,6,1,true,30,164847,359917,164847,164860,164860,164859,164875,164858,164815,359917,359861,359850,359815,359775,359731,359645,10221,10792,11249,12156,10695,14446,24627,33292
Josh Levi,Birthday Dance,207736726,2023-05-18,2023-05-12T00:00:00.000Z,2414,13,6,6,1,true,61,164847,359917,164847,164860,164860,164859,164875,164858,164815,359917,359861,359850,359815,359775,359731,359645,2414,2884,3133,3235,2553,2949,4665,13397
Tyler Halverson,Her,207736727,2023-05-11,2023-05-05T00:00:00.000Z,13663,9,6,6,1,true,38,14555,7745,14555,14511,14473,14418,14332,14282,14157,7745,7725,7690,7664,7633,7560,7492,13663,14002,20969,25608,10486,13173,20305,80819
Catie Turner,Easy,207736728,2023-05-11,2023-05-05T00:00:00.000Z,5719,5,6,6,1,true,0,288135,394653,288135,288181,288212,288290,288384,288414,288470,394653,394623,394638,394652,394667,394682,394696,5719,5818,6734,6230,4913,5354,8116,27180
Knox,Love Letter,207736729,2023-05-04,2023-04-28T00:00:00.000Z,50534,121,6,6,1,true,0,87935,140314,87935,87934,87922,87849,87752,87641,87479,140314,140244,139926,139688,139260,138807,138302,50534,52752,60869,67178,58480,75350,101444,304055
Rico Nasty,Turn It Up,207736730,2023-04-27,2023-04-26T00:00:00.000Z,41266,0,1,6,1,true,33,1944841,2100000,1944841,1945257,,,,,,2100000,2100000,,,,,,41266,19913,,,,,,318179
ThxSoMch,Crumbled,207736731,2023-04-27,2023-04-26T00:00:00.000Z,43136,0,1,6,1,true,49,46114,,46114,45646,,,,,,,,,,,,,43136,31916,,,,,,272816
Ohgeesy,Max Payne,207736732,2023-05-04,2023-05-04T00:00:00.000Z,61,,0,6,1,true,23,1527483,406625,1527483,,,,,,,406625,,,,,,,61,,,,,,,367711
Ohgeesy,Top Model,207736733,2023-05-04,2023-05-04T00:00:00.000Z,46,,0,6,1,true,26,1527483,406625,1527483,,,,,,,406625,,,,,,,46,,,,,,,235584
Ohgeesy,Tour Bus,207736734,2023-05-04,2023-05-04T00:00:00.000Z,34,,0,6,1,true,22,1527483,406625,1527483,,,,,,,406625,,,,,,,34,,,,,,,233409
Ohgeesy,Perky (Feat. Kamaiyah),207736735,2023-05-04,2023-05-04T00:00:00.000Z,30,,0,6,1,true,18,289219,42520,289219,,,,,,,42520,,,,,,,30,,,,,,,202023
Ohgeesy,Wock (Feat. Chrishan),207736736,2023-05-04,2023-05-04T00:00:00.000Z,40,,0,6,1,true,3,1527483,406625,1527483,,,,,,,406625,,,,,,,40,,,,,,,221948
Ohgeesy,Droptop (Feat. Kamaiyah),207736737,2023-05-04,2023-05-04T00:00:00.000Z,52,,0,6,1,true,19,289219,42520,289219,,,,,,,42520,,,,,,,52,,,,,,,216184
Ohgeesy,Ghost Gun (Feat. Guapo),207736738,2023-05-04,2023-05-04T00:00:00.000Z,30,,0,6,1,true,3,1527483,406625,1527483,,,,,,,406625,,,,,,,30,,,,,,,210635
Ohgeesy,Intimate,207736739,2023-05-04,2023-05-04T00:00:00.000Z,22,,0,6,1,true,17,213384,18900,213384,,,,,,,18900,,,,,,,22,,,,,,,175103
Ohgeesy,Hot Girl,207736740,2023-05-04,2023-05-04T00:00:00.000Z,24,,0,6,1,true,14,1527483,406625,1527483,,,,,,,406625,,,,,,,24,,,,,,,161341
Ohgeesy,Whip It,207736741,2023-05-04,2023-05-04T00:00:00.000Z,32,,0,6,1,true,19,1527483,406625,1527483,,,,,,,406625,,,,,,,32,,,,,,,168981
Ohgeesy,Blame Me,207736742,2023-05-04,2023-05-04T00:00:00.000Z,29,,0,6,1,true,21,1527483,406625,1527483,,,,,,,406625,,,,,,,29,,,,,,,303923
Ohgeesy,Shoebox (Feat. Mozzy),207736743,2023-05-04,2023-05-04T00:00:00.000Z,20,,0,6,1,true,16,1527483,406625,1527483,,,,,,,406625,,,,,,,20,,,,,,,140622
Ohgeesy,Not A Sound,207736744,2023-05-04,2023-05-04T00:00:00.000Z,24,,0,6,1,true,15,1527483,406625,1527483,,,,,,,406625,,,,,,,24,,,,,,,163854
Ohgeesy,Saturday (Feat. Kalan.Frfr),207736745,2023-05-04,2023-05-04T00:00:00.000Z,50,,0,6,1,true,18,1527483,406625,1527483,,,,,,,406625,,,,,,,50,,,,,,,323506
A Boogie Wit Da Hoodie & Sped,Timeless (Feat. Dj Spinking) [,207736746,2023-04-27,2023-04-26T00:00:00.000Z,2831,,1,6,1,true,30,6827009,1268433,6827009,164,,,,,,1268433,,,,,,,2831,3372,,,,,,109170
Quando Rondo & Sped Up Nightco,Abg (Sped Up Version),207736747,2023-05-11,2023-05-07T00:00:00.000Z,1193,0,4,6,1,true,16,172,,172,171,171,171,170,,,,,,,,,,1193,1726,2738,2275,2593,,,21997
Kamauu,The Vibe – A Colors Show,208134939,2023-04-27,2023-04-24T00:00:00.000Z,8173,0,3,6,1,true,35,185842,217443,185842,184785,181247,177351,,,,217443,216777,216088,215255,,,,8173,8194,8385,2870,,,,38962
Twenty One Pilots,Intro (Mtv Unplugged) [live],208216243,2023-04-27,2023-04-21T00:00:00.000Z,5988,65,6,6,1,true,42,8649354,921655,8649354,8650804,8650802,8651371,8651583,8652465,8656080,921655,921534,921353,921059,920926,920721,920515,5988,7253,8227,8476,9310,15502,23730,25067
Jamie Miller,Maybe Next Time,208230747,2023-05-11,2023-05-10T00:00:00.000Z,88892,0,1,6,1,true,65,652485,2900000,652485,652274,,,,,,2900000,2900000,,,,,,88892,120904,,,,,,494038
Anne-Marie,Unhealthy,208376717,2023-05-18,2023-05-18T00:00:00.000Z,15260,0,0,6,1,true,64,9149312,7709111,9149312,,,,,,,7709111,,,,,,,15260,,,,,,,643745
NewDad,In My Head,208376718,2023-05-11,2023-05-10T00:00:00.000Z,880,,1,6,1,true,20,18242,5388,18242,18203,,,,,,5388,5386,,,,,,880,982,,,,,,41257
TEC,Word Play,208376737,2023-05-11,2023-05-11T00:00:00.000Z,8,,0,6,1,true,1,782182,95172,782182,,,,,,,95172,,,,,,,8,,,,,,,98127
TEC,Luv 2 Hate,208376738,2023-05-11,2023-05-11T00:00:00.000Z,10,,0,6,1,true,16,782182,95172,782182,,,,,,,95172,,,,,,,10,,,,,,,88624
TEC,Hurricane,208376739,2023-05-11,2023-05-11T00:00:00.000Z,9,,0,6,1,true,14,782182,95172,782182,,,,,,,95172,,,,,,,9,,,,,,,66148
TEC,Poppin Shit,208376740,2023-05-11,2023-05-11T00:00:00.000Z,7,,0,6,1,true,12,782182,95172,782182,,,,,,,95172,,,,,,,7,,,,,,,52890
TEC,Both Sides,208376741,2023-05-11,2023-05-11T00:00:00.000Z,8,,0,6,1,true,15,782182,95172,782182,,,,,,,95172,,,,,,,8,,,,,,,56507
Maddy Hicks,Roster,208376746,2023-05-11,2023-05-05T00:00:00.000Z,5563,4,6,6,1,true,30,4918,137492,4918,4889,4870,4845,4830,4815,4797,137492,137306,137121,136966,136784,136475,135843,5563,7418,6425,5091,5187,5532,6581,32635
Jack Harlow,Common Ground,208376747,2023-04-27,2023-04-27T00:00:00.000Z,1038,,0,6,1,true,31,6610468,5400000,6610468,,,,,,,5400000,,,,,,,1038,,,,,,,4853979
Jack Harlow,They Don'T Love It,208376748,2023-04-27,2023-04-27T00:00:00.000Z,15744,0,0,6,1,true,45,6610468,5400000,6610468,,,,,,,5400000,,,,,,,15744,,,,,,,7994587
Jack Harlow,Ambitious,208376749,2023-04-27,2023-04-27T00:00:00.000Z,759,,0,6,1,true,26,6610468,5400000,6610468,,,,,,,5400000,,,,,,,759,,,,,,,4188464
Jack Harlow,Gang Gang Gang,208376751,2023-04-27,2023-04-27T00:00:00.000Z,792,,0,6,1,true,22,6610468,5400000,6610468,,,,,,,5400000,,,,,,,792,,,,,,,3739956
Jack Harlow,Denver,208376752,2023-04-27,2023-04-27T00:00:00.000Z,748,,0,6,1,true,32,6610468,5400000,6610468,,,,,,,5400000,,,,,,,748,,,,,,,4196192
Jack Harlow,No Enhancers,208376753,2023-04-27,2023-04-27T00:00:00.000Z,592,,0,6,1,true,41,6610468,5400000,6610468,,,,,,,5400000,,,,,,,592,,,,,,,3434220
Jack Harlow,It Can'T Be,208376754,2023-04-27,2023-04-27T00:00:00.000Z,647,,0,6,1,true,39,6610468,5400000,6610468,,,,,,,5400000,,,,,,,647,,,,,,,3589113
Jack Harlow,Blame On Me,208376755,2023-04-27,2023-04-27T00:00:00.000Z,566,,0,6,1,true,43,6610468,5400000,6610468,,,,,,,5400000,,,,,,,566,,,,,,,3355631
Jack Harlow,Questions,208376756,2023-04-27,2023-04-27T00:00:00.000Z,538,,0,6,1,true,35,6610468,5400000,6610468,,,,,,,5400000,,,,,,,538,,,,,,,2742585
Anna Clendening,Bad Again,208376757,2023-05-04,2023-05-01T00:00:00.000Z,16136,0,3,6,1,true,13,387123,1100000,387123,387155,387155,387187,,,,1100000,1100000,1100000,1100000,,,,16136,20834,16653,0,,,,155501
Needanamebro,Not A Lot Left To Say,208376869,2023-05-25,2023-05-24T00:00:00.000Z,1022,,1,6,1,true,34,29182,249140,29182,,,,,,,249140,,,,,,,1022,214,,,,,,4818
Anne-Marie,Sucks To Be You,208376870,2023-08-03,2023-07-28T00:00:00.000Z,6660,24,6,6,1,true,31,9388047,7900000,9388047,9383035,9378787,9375427,9374316,9371640,9367873,7900000,7900000,7900000,7900000,7900000,7900000,7900000,6660,8119,9999,8804,4871,5957,12875,21977
Anne-Marie,Haunt You,208376871,2023-08-03,2023-07-28T00:00:00.000Z,9362,24,6,6,1,true,33,9388047,7900000,9388047,9383035,9378787,9375427,9374316,9371640,9367873,7900000,7900000,7900000,7900000,7900000,7900000,7900000,9362,10407,11743,10293,5555,6498,11399,39475
Anne-Marie,Trainwreck,208376872,2023-07-06,2023-07-05T00:00:00.000Z,17486,0,1,6,1,true,39,9266517,7900000,9266517,9262506,,,,,,7900000,7900000,,,,,,17486,10173,,,,,,333042
Anne-Marie,Grudge,208376873,2023-08-03,2023-07-31T00:00:00.000Z,9114,19,3,6,1,true,18,9388047,7900000,9388047,9383035,9378787,9375427,,,,7900000,7900000,7900000,7900000,,,,9114,10101,11151,9527,,,,36221
Anne-Marie,Obsessed,208376874,2023-08-03,2023-07-28T00:00:00.000Z,6528,20,6,6,1,true,40,9388047,7900000,9388047,9383035,9378787,9375427,9374316,9371640,9367873,7900000,7900000,7900000,7900000,7900000,7900000,7900000,6528,8044,9357,9335,5122,5832,9053,26016
Anne-Marie,Kills Me To Love You,208376875,2023-08-03,2023-07-31T00:00:00.000Z,7554,27,3,6,1,true,18,9388047,7900000,9388047,9383035,9378787,9375427,,,,7900000,7900000,7900000,7900000,,,,7554,9611,10554,8357,,,,26707
Anne-Marie,Irish Goodbye,208376876,2023-08-03,2023-07-28T00:00:00.000Z,6052,19,6,6,1,true,29,9388047,7900000,9388047,9383035,9378787,9375427,9374316,9371640,9367873,7900000,7900000,7900000,7900000,7900000,7900000,7900000,6052,7120,8364,7235,8259,9084,11610,20784
Anne-Marie,Cuckoo,208376877,2023-08-03,2023-07-31T00:00:00.000Z,10211,30,3,6,1,true,18,9388047,7900000,9388047,9383035,9378787,9375427,,,,7900000,7900000,7900000,7900000,,,,10211,11644,11198,8326,,,,27756
Anne-Marie,You & I (Feat. Khalid),208376878,2023-08-03,2023-07-28T00:00:00.000Z,118579,1740,6,6,1,true,56,7376327,3600000,7376327,7376663,7377185,7377391,7377923,7377662,7377685,3600000,3600000,3600000,3600000,3600000,3600000,3600000,118579,120188,126224,115714,92575,115399,191761,474736
Anne-Marie,Never Loved Anyone Before,208376879,2023-08-03,2023-07-28T00:00:00.000Z,9224,19,6,6,1,true,30,9388047,7900000,9388047,9383035,9378787,9375427,9374316,9371640,9367873,7900000,7900000,7900000,7900000,7900000,7900000,7900000,9224,9351,9983,7829,3909,4558,7929,27162
Joel Corry X Caity Baser,Dance Around It,208376880,2023-05-18,2023-05-12T00:00:00.000Z,26864,264,6,6,1,true,48,422277,199428,422277,115523,422253,115343,422219,115151,115009,199428,553650,199305,553529,199225,553362,553346,26864,27395,26850,25028,22026,30827,47056,155912
Anne-Marie,Better Off,208376881,2023-08-03,2023-07-28T00:00:00.000Z,4092,15,6,6,1,true,29,9388047,7900000,9388047,9383035,9378787,9375427,9374316,9371640,9367873,7900000,7900000,7900000,7900000,7900000,7900000,7900000,4092,4986,6004,4628,4122,4628,8956,13218
