ARTIST,TITLE,UNIFIED_SONG_ID,DATE,RELEASE_DATE,THIS_DAY,THIS_WEEK,DAYS_SINCE_RELEASE,DAY_OF_WEEK,RN,END_OF_WEEK,POPULARITY,IG_FOLLOWER_COUNT,TT_FOLLOWER_COUNT,IGFOLDAY0,IGFOLDAY1,IGFOLDAY2,IGFOLDAY3,IGFOLDAY4,IGFOLDAY5,IGFOLDAY6,TTFOLDAY0,TTFOLDAY1,TTFOLDAY2,TTFOLDAY3,TTFOLDAY4,TTFOLDAY5,TTFOLDAY6,DAY_0,DAY_1,DAY_2,DAY_3,DAY_4,DAY_5,DAY_6,TARGET
KREAM,Sweat,208377288,2023-05-25,2023-05-19T00:00:00.000Z,11403,12,6,6,1,true,52,149654,140830,149654,148801,148465,148071,147498,146484,145076,140830,140611,140217,140141,139973,139698,139421,11403,11579,11995,11371,9633,12625,17845,88316
Rowan Drake,Heartbeat,208377374,2023-05-18,2023-05-12T00:00:00.000Z,6629,8,6,6,1,true,0,30100,152686,30100,30098,30099,30121,30157,30157,30166,152686,152757,152770,152828,152860,152880,152887,6629,7344,7482,8905,8039,9092,9603,30122
Briston Maroney,Intro,208377375,2023-09-28,2023-09-22T00:00:00.000Z,4240,15,6,6,1,true,25,124733,42017,124733,124398,124054,123681,123385,122456,122455,42017,41901,41805,41742,41636,41546,41481,4240,5093,7673,10028,5937,8348,20838,16814
Briston Maroney,Body,208377376,2023-05-18,2023-05-16T00:00:00.000Z,36418,0,2,6,1,true,44,100135,24655,100135,100033,99973,,,,,24655,24623,24554,,,,,36418,48174,25712,,,,,379651
Briston Maroney,Breathe,208377377,2023-09-28,2023-09-22T00:00:00.000Z,7272,18,6,6,1,true,29,124733,42017,124733,124398,124054,123681,123385,122456,122455,42017,41901,41805,41742,41636,41546,41481,7272,8133,11152,13769,8957,12051,25370,40641
Briston Maroney,Chaos Party,208377378,2023-09-28,2023-09-22T00:00:00.000Z,17526,40,6,6,1,true,38,124733,42017,124733,124398,124054,123681,123385,122456,122455,42017,41901,41805,41742,41636,41546,41481,17526,18147,21979,26502,18161,23541,49676,71166
Briston Maroney,Sunburn Fades,208377379,2023-06-29,2023-06-23T00:00:00.000Z,12547,15,6,6,1,true,25,104323,29487,104323,104247,104216,104162,104088,104021,103817,29487,29423,29346,29341,29305,29246,29188,12547,13785,14401,16457,16220,17319,30530,52499
Briston Maroney,Sunshine,208377380,2023-09-07,2023-09-01T00:00:00.000Z,22416,23,6,6,1,true,28,119417,40398,119417,119341,119226,119154,118990,118677,118655,40398,40354,40310,40253,40252,40226,40197,22416,23122,24541,17653,17905,23600,49879,71377
Briston Maroney,Delaware,208377381,2023-09-28,2023-09-22T00:00:00.000Z,5481,15,6,6,1,true,29,124733,42017,124733,124398,124054,123681,123385,122456,122455,42017,41901,41805,41742,41636,41546,41481,5481,6399,8747,10635,6903,9390,18663,29012
Briston Maroney,Detonator,208377382,2023-07-27,2023-07-21T00:00:00.000Z,13783,30,6,6,1,true,24,105847,30393,105847,105703,105624,105586,105427,105374,105412,30393,30356,30318,30254,30269,30249,30229,13783,15920,16355,17866,14911,18747,37150,48321
Briston Maroney,The Idea,208377383,2023-07-27,2023-07-21T00:00:00.000Z,3375,8,6,6,1,true,17,105847,30393,105847,105703,105624,105586,105427,105374,105412,30393,30356,30318,30254,30269,30249,30229,3375,3940,4450,4930,4323,5741,11101,23456
Briston Maroney,Spring,208377384,2023-09-28,2023-09-22T00:00:00.000Z,5718,8,6,6,1,true,35,124733,42017,124733,124398,124054,123681,123385,122456,122455,42017,41901,41805,41742,41636,41546,41481,5718,6650,8787,10272,6852,8806,16435,32083
Briston Maroney,Sink;Swim,208377385,2023-09-28,2023-09-22T00:00:00.000Z,6277,8,6,6,1,true,31,124733,42017,124733,124398,124054,123681,123385,122456,122455,42017,41901,41805,41742,41636,41546,41481,6277,6952,8917,10485,7063,9014,15930,35421
Briston Maroney,Skyline,208377386,2023-09-28,2023-09-22T00:00:00.000Z,3958,7,6,6,1,true,27,124733,42017,124733,124398,124054,123681,123385,122456,122455,42017,41901,41805,41742,41636,41546,41481,3958,4877,6664,8141,5532,7552,14270,18794
Briston Maroney,Ultrapure,208377387,2023-09-28,2023-09-22T00:00:00.000Z,4251,15,6,6,1,true,26,124733,42017,124733,124398,124054,123681,123385,122456,122455,42017,41901,41805,41742,41636,41546,41481,4251,4827,6424,7748,5093,6690,13017,18792
Catie Turner,Comedy & Tragedy,208377399,2023-06-15,2023-06-09T00:00:00.000Z,7931,16,6,6,1,true,20,287079,394773,287079,287086,287080,287143,287143,287096,287114,394773,394455,394389,394295,394201,394173,394146,7931,7778,8338,8252,6578,8586,12407,32316
Gayle,Don’t Call Me Pretty,208377401,2023-05-11,2023-05-05T00:00:00.000Z,28072,128,6,6,1,true,9,283503,1100000,283503,283442,283410,283363,283125,282998,282981,1100000,1100000,1100000,1100000,1100000,1100000,1100000,28072,23016,23998,25649,24572,22179,39470,72130
Matt Maeson,Rational,208377402,2023-05-25,2023-05-19T00:00:00.000Z,51751,70,6,6,1,true,42,111361,138412,111361,111222,111163,111075,110994,110884,110732,138412,138356,138362,138338,138314,138219,138131,51751,53698,55048,62306,51588,63120,96369,293741
Janelle Monae,Lipstick Lover,208377409,2023-05-11,2023-05-11T00:00:00.000Z,65510,0,0,6,1,true,17,5193011,275855,5193011,,,,,,,275855,,,,,,,65510,,,,,,,1386480
Maryjo,Traffic,208377411,2023-05-25,2023-05-24T00:00:00.000Z,1947,,1,6,1,true,36,109608,1200000,109608,109601,,,,,,1200000,1200000,,,,,,1947,1492,,,,,,18722
Ckay,Hallelujah (Feat. Blaqbonez),208377480,2023-05-11,2023-05-05T00:00:00.000Z,83120,86,6,6,1,true,46,1653768,2532911,1653768,1651875,1650227,1025036,1023814,1640765,1022051,2532911,2525660,2518408,238991,237776,207130,236193,83120,75414,72242,74692,69115,73594,71329,442219
Tec & Fredo Bang,Renegade,208377485,2023-05-11,2023-05-11T00:00:00.000Z,564,,0,6,1,true,11,2359647,,2359647,,,,,,,,,,,,,,564,,,,,,,187594
Tec & Enchanting,More Luv,208377486,2023-05-11,2023-05-11T00:00:00.000Z,8,,0,6,1,true,0,956300,524471,956300,,,,,,,524471,,,,,,,8,,,,,,,63022
Tec & Sada Baby,Rum Pum Pum,208377487,2023-05-11,2023-05-11T00:00:00.000Z,8,,0,6,1,true,15,300485,,300485,,,,,,,,,,,,,,8,,,,,,,75755
Tec & Peezy,So High,208377488,2023-05-11,2023-05-11T00:00:00.000Z,10,,0,6,1,true,15,782182,95172,782182,,,,,,,95172,,,,,,,10,,,,,,,54959
Kevin Gates,Heal You (Leak),208401878,2024-01-25,2024-01-25T00:00:00.000Z,348,,0,6,1,true,0,11291457,3700000,11291457,,,,,,,3700000,,,,,,,348,,,,,,,1244714
Jason Derulo,Glad U Came,208489273,2023-04-27,2023-04-27T00:00:00.000Z,25306,,0,6,1,true,51,26342215,57826612,26342215,,,,,,,57826612,,,,,,,25306,,,,,,,756688
Charlotte Cardin,Puppy,208848010,2023-08-31,2023-08-25T00:00:00.000Z,21805,13,6,6,1,true,48,479748,329310,479748,478828,476772,474624,473754,473582,472267,329310,328571,327687,326813,326115,325112,324396,21805,21304,19500,12330,9246,7146,9384,43055
Charlotte Cardin,Enfer,208848011,2023-08-31,2023-08-25T00:00:00.000Z,14451,9,6,6,1,true,36,479748,329310,479748,478828,476772,474624,20650,20583,20468,329310,328571,327687,326813,,,,14451,14544,13321,8428,6183,5041,6818,22405
Charlotte Cardin,Way Back,208848012,2023-08-31,2023-08-25T00:00:00.000Z,12905,7,6,6,1,true,39,479748,329310,479748,478828,476772,474624,473754,473582,472267,329310,328571,327687,326813,326115,325112,324396,12905,12934,11634,8064,5717,4869,6379,23469
Charlotte Cardin,Jim Carrey,208848013,2023-07-20,2023-07-14T00:00:00.000Z,19681,22,6,6,1,true,37,456522,318824,456522,455969,455308,454871,454138,452779,451836,318824,318585,318199,317925,317489,317090,316921,19681,15453,15357,16509,14415,19385,29201,59776
Charlotte Cardin,How High,208848014,2023-08-31,2023-08-25T00:00:00.000Z,12030,4,6,6,1,true,41,479748,329310,479748,478828,476772,474624,473754,473582,472267,329310,328571,327687,326813,326115,325112,324396,12030,11720,10658,7601,5811,4840,6015,22902
Charlotte Cardin,Somebody First,208848015,2023-08-31,2023-08-25T00:00:00.000Z,11183,4,6,6,1,true,44,479748,329310,479748,478828,476772,474624,473754,473582,472267,329310,328571,327687,326813,326115,325112,324396,11183,10792,9923,7034,5213,4383,5625,22441
Charlotte Cardin,99 Nights,208848016,2023-06-15,2023-06-09T00:00:00.000Z,8514,15,6,6,1,true,0,445125,309685,445125,444928,444796,444589,444596,443811,443585,309685,308858,308288,307930,307463,307039,306481,8514,8045,8409,8711,7918,10719,16540,27413
Charlotte Cardin,Daddy's A Psycho,208848018,2023-08-31,2023-08-25T00:00:00.000Z,29136,14,6,6,1,true,43,479748,329310,479748,478828,476772,474624,473754,473582,472267,329310,328571,327687,326813,326115,325112,324396,29136,26472,23898,24452,23446,26985,42286,72992
Li Rye,Christian,208869016,2023-05-04,2023-05-02T00:00:00.000Z,17813,0,2,6,1,true,20,92259,175431,92259,91943,91283,,,,,175431,175253,175235,,,,,17813,10306,3101,,,,,196053
Jubel,Triple A (Feat. Nle Choppa),209003371,2023-06-08,2023-06-02T00:00:00.000Z,41967,76,6,6,1,true,46,11846,78759,11846,5943003,11817,11798,5925267,11451,11399,78759,14656736,77220,75978,14620935,74156,73790,41967,43022,44110,44655,44298,53658,63563,166062
Janelle Monae,Champagne Shit,209003373,2023-06-08,2023-06-08T00:00:00.000Z,1337,,0,6,1,true,0,10448241,6628142,10448241,,,,,,,6628142,,,,,,,1337,,,,,,,1880561
Janelle Monae,Black Sugar Beach,209003374,2023-06-08,2023-06-08T00:00:00.000Z,143,,0,6,1,true,28,5284755,283143,5284755,,,,,,,283143,,,,,,,143,,,,,,,871890
Janelle Monae,Phenomenal,209003375,2023-06-08,2023-06-08T00:00:00.000Z,144,,0,6,1,true,16,5284755,283143,5284755,,,,,,,283143,,,,,,,144,,,,,,,926314
Janelle Monae,Haute,209003376,2023-06-08,2023-06-08T00:00:00.000Z,1388,,0,6,1,true,17,5284755,283143,5284755,,,,,,,283143,,,,,,,1388,,,,,,,1181979
Janelle Monae,Ooh La La,209003377,2023-06-08,2023-06-08T00:00:00.000Z,103,,0,6,1,true,11,,,,,,,,,,,,,,,,,103,,,,,,,726071
Janelle Monae,The Rush,209003378,2023-06-08,2023-06-08T00:00:00.000Z,129,,0,6,1,true,0,5284755,283143,5284755,,,,,,,283143,,,,,,,129,,,,,,,855658
Janelle Monae,The French 75,209003379,2023-06-08,2023-06-08T00:00:00.000Z,94,,0,6,1,true,9,,,,,,,,,,,,,,,,,94,,,,,,,665573
Janelle Monae,Water Slide,209003380,2023-06-08,2023-06-08T00:00:00.000Z,106,,0,6,1,true,0,5284755,283143,5284755,,,,,,,283143,,,,,,,106,,,,,,,722644
Janelle Monae,Know Better,209003381,2023-06-08,2023-06-08T00:00:00.000Z,96,,0,6,1,true,18,422488,,422488,,,,,,,,,,,,,,96,,,,,,,688392
Janelle Monae,Paid In Pleasure,209003382,2023-06-08,2023-06-08T00:00:00.000Z,87,,0,6,1,true,26,5284755,283143,5284755,,,,,,,283143,,,,,,,87,,,,,,,638177
Janelle Monae,Only Have Eyes 42,209003383,2023-06-08,2023-06-08T00:00:00.000Z,88,,0,6,1,true,39,5284755,283143,5284755,,,,,,,283143,,,,,,,88,,,,,,,896424
Janelle Monae,A Dry Red,209003384,2023-06-08,2023-06-08T00:00:00.000Z,82,,0,6,1,true,7,5284755,283143,5284755,,,,,,,283143,,,,,,,82,,,,,,,598152
Johnny Yukon,Gloria !,209003385,2023-05-18,2023-05-12T00:00:00.000Z,7345,1,6,6,1,true,0,35601,11440,35601,35594,35597,35592,35592,35573,35546,11440,11431,11422,11413,11404,11359,11347,7345,7751,7285,6606,5467,7186,9417,43039
The Hellp,California Dream Girl,209003386,2023-05-18,2023-05-16T00:00:00.000Z,5575,0,2,6,1,true,37,16113,,16113,15936,15780,,,,,,,,,,,,5575,8086,11550,,,,,34842
Mahalia,In My Bag,209003522,2023-07-20,2023-07-14T00:00:00.000Z,65927,485,6,6,1,true,37,626548,125694,626548,626463,626219,625997,625393,624729,624419,125694,125665,125636,125607,125585,125564,125544,65927,70353,71578,77364,74636,92439,144515,222523
Mahalia,In My Head,209003523,2023-07-20,2023-07-14T00:00:00.000Z,11548,26,6,6,1,true,28,626548,125694,626548,151594,626219,625997,151507,151454,151423,125694,,125636,125607,,,,11548,12483,13225,14116,13274,17766,27913,48156
Mahalia,Cheat (Feat. Jojo),209003524,2023-06-08,2023-06-08T00:00:00.000Z,13994,,0,6,1,true,0,618347,123594,618347,,,,,,,123594,,,,,,,13994,,,,,,,588448
Mahalia,November,209003525,2023-07-20,2023-07-14T00:00:00.000Z,11397,15,6,6,1,true,44,626548,125694,626548,3173547,626219,625997,3170080,3167476,3166120,125694,122540,125636,125607,116765,116054,115573,11397,11820,12311,13174,11867,15143,23618,53458
Mahalia,Hey Stranger,209003526,2023-07-20,2023-07-14T00:00:00.000Z,7265,18,6,6,1,true,27,626548,125694,626548,626463,626219,625997,625393,624729,624419,125694,125665,125636,125607,125585,125564,125544,7265,8108,8763,9281,8468,11940,19938,28907
Mahalia,Isn’t It Strange?,209003527,2023-07-20,2023-07-14T00:00:00.000Z,7502,20,6,6,1,true,25,626548,125694,626548,626463,626219,625997,625393,624729,624419,125694,125665,125636,125607,125585,125564,125544,7502,8310,9055,9563,8627,11972,19282,32285
Mahalia,"It’s Not Me, It’s You",209003528,2023-07-20,2023-07-14T00:00:00.000Z,27258,49,6,6,1,true,45,626548,125694,626548,281278,626219,625997,625393,281274,281228,125694,1679,125636,125607,125585,1679,1679,27258,29057,35431,32123,27697,36132,49451,152146
Mahalia,Lose Lose,209003530,2023-07-20,2023-07-14T00:00:00.000Z,6734,8,6,6,1,true,24,626548,125694,626548,626463,626219,625997,625393,624729,624419,125694,125665,125636,125607,125585,125564,125544,6734,7391,7961,8402,7363,10318,15522,30552
Mahalia,Goodbyes,209003531,2023-07-20,2023-07-14T00:00:00.000Z,5582,10,6,6,1,true,26,626548,125694,626548,626463,626219,625997,625393,624729,624419,125694,125665,125636,125607,125585,125564,125544,5582,5759,6291,6872,6156,8846,13909,22060
Mahalia,Irl,209003532,2023-07-20,2023-07-14T00:00:00.000Z,5302,5,6,6,1,true,22,626548,125694,626548,626463,626219,625997,625393,624729,624419,125694,125665,125636,125607,125585,125564,125544,5302,5916,6090,6666,5979,8222,13030,22147
Riton,My Bills (Feat. Feyi),209003533,2023-05-11,2023-05-05T00:00:00.000Z,4072,19,6,6,1,true,26,47,,47,41333,47,47,41335,41326,41313,,43649,,,43612,43612,43611,4072,4450,4436,4843,3733,4539,5076,24467
Symba,Hell Of A Feeling (Feat. Larus,209004001,2023-07-13,2023-07-07T00:00:00.000Z,33603,2178,6,6,1,true,25,833495,,833495,833391,682902,681705,829312,679336,678518,,,192614,192513,,192233,192089,33603,34393,37634,38546,32496,44096,62622,99920
Royal & The Serpent,Astroturf,209004002,2023-06-01,2023-05-26T00:00:00.000Z,3849,29,6,6,1,true,29,111637,688251,111637,111525,111361,111275,111281,111163,110961,688251,688232,688212,688144,688125,688007,687861,3849,3136,3354,2604,3336,4186,6087,23848
Ty Dolla $ign,Motion,209004003,2023-06-01,2023-06-01T00:00:00.000Z,36847,0,0,6,1,true,38,7169163,742834,7169163,,,,,,,742834,,,,,,,36847,,,,,,,1003994
Royal & The Serpent,One Nation Underdogs,209004004,2023-06-01,2023-05-26T00:00:00.000Z,17629,44,6,6,1,true,41,111637,688251,111637,111525,111361,111275,111281,111163,110961,688251,688232,688212,688144,688125,688007,687861,17629,15006,14243,10990,11910,16785,26536,92514
ThxSoMch,Swap Places,209004005,2023-05-25,2023-05-19T00:00:00.000Z,24766,35,6,6,1,true,44,54699,,54699,54603,54427,54231,54029,53784,53503,,,,,,,,24766,25314,27743,37292,37299,42084,45590,101530
ThxSoMch,Vile,209004006,2023-05-25,2023-05-19T00:00:00.000Z,8402,15,6,6,1,true,43,54699,,54699,54603,54427,54231,54029,53784,53503,,,,,,,,8402,8704,9720,16437,17699,20078,18208,43342
ThxSoMch,Screws,209004007,2023-05-25,2023-05-19T00:00:00.000Z,5757,15,6,6,1,true,37,54699,,54699,54603,54427,54231,54029,53784,53503,,,,,,,,5757,5818,6726,10840,11783,13041,11872,29055
A Boogie Wit Da Hoodie,Mvp (Feat. G-Eazy),209004009,2023-05-18,2023-05-12T00:00:00.000Z,303585,1967,6,6,1,true,53,10286840,1100000,10286840,10285036,6835151,10281503,10279083,10276040,6830517,1100000,1100000,1421230,1100000,1100000,1100000,1401923,303585,316470,310704,339912,259979,344570,524041,1815410
Mac Critter,Creeping,209004010,2023-06-01,2023-06-01T00:00:00.000Z,2685,,0,6,1,true,14,89392,,89392,,,,,,,,,,,,,,2685,,,,,,,35896
Rowan Drake,How Do I Love Again,209004014,2023-06-15,2023-06-09T00:00:00.000Z,12312,18,6,6,1,true,32,29624,153935,29624,29648,29639,29700,29706,29709,29709,153935,152826,152433,152319,152252,152250,152239,12312,12471,11907,11959,10231,12139,15639,57261
Rowan Drake,Haunt Me (Demo),209004015,2023-06-15,2023-06-09T00:00:00.000Z,1212,2,6,6,1,true,25,29624,153935,29624,29648,29639,29700,29706,29709,29709,153935,152826,152433,152319,152252,152250,152239,1212,1442,1265,2080,2220,1330,1556,8623
Daisy Jones & The Six,Look At Us Now (Honeycomb) [li,209004017,2023-05-18,2023-05-12T00:00:00.000Z,2441,0,6,6,1,true,28,350245,120559,350245,350062,349860,349604,349037,349081,348907,120559,120437,120345,120206,120017,119606,119421,2441,2376,2373,2918,3154,3645,4412,12809
Daisy Jones & The Six,Ooh La La (Cassette Singalong),209004019,2023-05-18,2023-05-12T00:00:00.000Z,2881,1,6,6,1,true,32,,,,,,,,,,,,,,,,,2881,2750,2852,3246,3250,4355,5588,22023
Li Rye,Uzi Flow,209541837,2023-05-11,2023-05-09T00:00:00.000Z,3077,,2,6,1,true,4,94824,176674,94824,94351,93829,,,,,176674,176527,176359,,,,,3077,3076,1382,,,,,52112
Robin Schulz X Fil Bo Riva,Killer Queen,209664370,2023-05-25,2023-05-19T00:00:00.000Z,13229,67,6,6,1,true,40,582095,170537,582095,26034,26025,582094,582123,26031,26020,170537,1347,1335,170485,170474,1328,1328,13229,13020,13640,13413,12035,14987,19386,70738
Yella Beezy,To The Floor,209664463,2023-05-25,2023-05-23T00:00:00.000Z,10273,,2,6,1,true,8,1969900,654626,1969900,1970025,1970143,,,,,654626,654642,654657,,,,,10273,8939,2,,,,,136579
Arden Jones,Can'T Be My Friend,209664465,2023-05-25,2023-05-25T00:00:00.000Z,13751,,0,6,1,true,28,352765,415576,352765,,,,,,,415576,,,,,,,13751,,,,,,,184498
"Ksi, Bugzy Malone, R3hab",Easy,209664793,2023-05-18,2023-05-13T00:00:00.000Z,18305,0,5,6,1,true,43,2628597,184125,2628597,,2628067,2627918,,12771247,,184125,332069,184038,183991,326648,11272955,,18305,21211,25508,28185,25657,7201,,141976
David Guetta & Morten,Lost In The Rhythm,209665678,2023-06-01,2023-05-26T00:00:00.000Z,55811,233,6,6,1,true,59,368771,7650,368771,368754,368748,10035876,10035926,10034970,10033101,7650,7616,7581,5663211,5653364,5643517,5633670,55811,47918,44769,38667,36391,53740,94709,166680
Rellyski,See Through,209665742,2023-06-01,2023-05-30T00:00:00.000Z,6072,0,2,6,1,true,3,8178,1445,8178,8172,8164,,,,,1445,1444,1443,,,,,6072,5035,3944,,,,,46196
Reiley,Lovesongs,209665743,2023-06-01,2023-05-26T00:00:00.000Z,2708,18,6,6,1,true,25,352527,10800000,352527,352530,352378,352384,352333,352223,351902,10800000,10800000,10800000,10800000,10800000,10800000,10800000,2708,2740,2541,1968,2149,2709,2623,16126
Tyler Halverson,Cut You Loose,209665744,2023-06-15,2023-06-09T00:00:00.000Z,7401,3,6,6,1,true,27,15849,9822,15849,15801,15762,15692,15637,15591,15591,9822,9803,9745,9708,9699,9694,9682,7401,7751,13559,15332,11865,8996,14976,51224
Hayley Kiyoko,Greenlight,209665746,2023-05-25,2023-05-24T00:00:00.000Z,12466,0,1,6,1,true,42,1949140,2000000,1949140,1949041,,,,,,2000000,2000000,,,,,,12466,18562,,,,,,172994
Symba,Top G,209665750,2023-05-25,2023-05-19T00:00:00.000Z,38595,28,6,6,1,true,34,618955,172615,618955,617076,615430,611806,608323,596936,592137,172615,172039,170916,169339,167668,166597,165717,38595,31941,31735,31342,27267,32000,44843,160285
Honey Bxby,Get Your Lick Back,209665752,2023-05-25,2023-05-24T00:00:00.000Z,646,,1,6,1,true,0,20111,25362,20111,20056,,,,,,25362,37375,,,,,,646,78,,,,,,135740
Rico Cartel,Can’t Be Fked With,209665754,2023-05-25,2023-05-24T00:00:00.000Z,3207,,1,6,1,true,13,181884,503,181884,181819,,,,,,503,503,,,,,,3207,773,,,,,,22248
Brandi Carlile,Home,209665758,2023-05-25,2023-05-23T00:00:00.000Z,26880,0,2,6,1,true,30,934462,167357,934462,934393,934219,,,,,167357,167118,166949,,,,,26880,31110,808,,,,,178252
Kylie Minogue,Padam Padam,209666089,2023-05-18,2023-05-18T00:00:00.000Z,131592,0,0,6,1,true,23,2502465,242825,2502465,,,,,,,242825,,,,,,,131592,,,,,,,1249803
Kylie Minogue,Hold On To Now,209666090,2023-09-28,2023-09-22T00:00:00.000Z,86430,443,6,6,1,true,33,2730071,360888,2730071,2728577,2726941,2725300,2723208,2720634,2717935,360888,360282,359219,358328,357692,357155,356759,86430,89228,102403,103857,90646,125791,208136,295630
Kylie Minogue,Things We Do For Love,209666091,2023-09-28,2023-09-22T00:00:00.000Z,36337,271,6,6,1,true,0,2730071,360888,2730071,2728577,2726941,2725300,2723208,2720634,2717935,360888,360282,359219,358328,357692,357155,356759,36337,38906,43272,50588,44678,63892,102955,158138
Kylie Minogue,Tension,209666092,2023-08-31,2023-08-31T00:00:00.000Z,111312,0,0,6,1,true,1,2693989,349571,2693989,,,,,,,349571,,,,,,,111312,,,,,,,1271060
Kylie Minogue,One More Time,209666093,2023-09-28,2023-09-22T00:00:00.000Z,32671,246,6,6,1,true,42,2730071,360888,2730071,2728577,2726941,2725300,2723208,2720634,2717935,360888,360282,359219,358328,357692,357155,356759,32671,34915,39470,45757,40821,58541,91336,150332
Kylie Minogue,You Still Get Me High,209666094,2023-09-28,2023-09-22T00:00:00.000Z,27598,224,6,6,1,true,34,2730071,360888,2730071,2728577,2726941,2725300,2723208,2720634,2717935,360888,360282,359219,358328,357692,357155,356759,27598,30295,34704,40443,35986,52393,82492,118514
Kylie Minogue,Vegas High,209666095,2023-09-28,2023-09-22T00:00:00.000Z,30527,216,6,6,1,true,47,2730071,360888,2730071,2728577,2726941,2725300,2723208,2720634,2717935,360888,360282,359219,358328,357692,357155,356759,30527,32234,36714,41431,37428,53859,80248,140992
Kylie Minogue,Green Light,209666096,2023-09-28,2023-09-22T00:00:00.000Z,26701,204,6,6,1,true,1,2730071,360888,2730071,2728577,2726941,2725300,2723208,2720634,2717935,360888,360282,359219,358328,357692,357155,356759,26701,28819,32297,37301,33418,49096,75078,120745
Kylie Minogue,Hands,209666097,2023-09-28,2023-09-22T00:00:00.000Z,29093,240,6,6,1,true,40,2730071,360888,2730071,2728577,2726941,2725300,2723208,2720634,2717935,360888,360282,359219,358328,357692,357155,356759,29093,31266,35576,41778,37915,54259,81222,129788
Kylie Minogue,Story,209666098,2023-09-28,2023-09-22T00:00:00.000Z,24167,181,6,6,1,true,37,2730071,360888,2730071,2728577,2726941,2725300,2723208,2720634,2717935,360888,360282,359219,358328,357692,357155,356759,24167,25592,29120,33426,30147,43587,65237,104434
Kylie Minogue,Just Imagine,209666099,2023-09-28,2023-09-22T00:00:00.000Z,19546,161,6,6,1,true,31,2730071,360888,2730071,2728577,2726941,2725300,2723208,2720634,2717935,360888,360282,359219,358328,357692,357155,356759,19546,21014,23888,27730,24570,35413,52943,81996
Kylie Minogue,Love Train,209666100,2023-09-28,2023-09-22T00:00:00.000Z,21270,176,6,6,1,true,0,2730071,360888,2730071,2728577,2726941,2725300,2723208,2720634,2717935,360888,360282,359219,358328,357692,357155,356759,21270,23207,26170,30427,27473,39742,59832,92603
Kylie Minogue,Somebody To Love,209666101,2023-09-28,2023-09-22T00:00:00.000Z,22113,155,6,6,1,true,38,2730071,360888,2730071,2728577,2726941,2725300,2723208,2720634,2717935,360888,360282,359219,358328,357692,357155,356759,22113,23252,26079,29893,26725,37507,55213,100155
